nom,id,nom,match,"﻿""mcode""",population,établissements,eta per capita,habitant par éta
L'Isle-aux-Allumettes,3607045475,lisleauxallumettes,L'Isle-aux-Allumettes,84082,1319,1,"0,000758150113722517",1319
Sainte-Catherine,3607785148,saintecatherine,Sainte-Catherine,67030,17403,13,"0,000746997644084353","1338,69230769231"
Lac-aux-Sables,3608394056,lacauxsables,Lac-aux-Sables,35010,1346,1,"0,000742942050520059",1346
Huntingdon,3607743227,huntingdon,Huntingdon,69055,2700,2,"0,000740740740740741",1350
Sainte-Adèle,3607697465,sainteadele,Sainte-Adèle,77022,14856,11,"0,000740441572428648","1350,54545454545"
Sainte-Marthe-sur-le-Lac,3607699989,saintemarthesurlelac,Sainte-Marthe-sur-le-Lac,72015,20298,15,"0,000738989062961868","1353,2"
La Tuque,3607359866,latuque,La Tuque,90012,10929,8,"0,000731997438008967","1366,125"
Chertsey,3607707056,chertsey,Chertsey,62047,5478,4,"0,000730193501277839","1369,5"
Saint-Ubalde,3608279177,saintubalde,Saint-Ubalde,34090,1372,1,"0,000728862973760933",1372
Richelieu,3607903255,richelieu,Richelieu,55057,5501,4,"0,000727140519905472","1375,25"
Les Éboulements,3607717119,leseboulements,Les Éboulements,16048,1376,1,"0,000726744186046512",1376
La Malbaie,3607717114,lamalbaie,La Malbaie,15013,8264,6,"0,000726040658276864","1377,33333333333"
Sainte-Catherine-de-la-Jacques-Cartier,3607716433,saintecatherinedelajacquescartier,Sainte-Catherine-de-la-Jacques-Cartier,22005,8277,6,"0,000724900326205147","1379,5"
Roxton Falls,3607932241,roxtonfalls,Roxton Falls,48010,1394,1,"0,000717360114777618",1394
Beaupré,3607717050,beaupre,Beaupré,21025,4194,3,"0,000715307582260372",1398
Saint-Anicet,3607743231,saintanicet,Saint-Anicet,69070,2817,2,"0,00070997515086972","1408,5"
Nicolet,3608042774,nicolet,Nicolet,50072,8472,6,"0,000708215297450425",1412
Wentworth-Nord,3607697470,wentworthnord,Wentworth-Nord,77060,1418,1,"0,000705218617771509",1418
Dégelis,3608244471,degelis,Dégelis,13005,2848,2,"0,000702247191011236",1424
Tingwick,3607997271,tingwick,Tingwick,39025,1430,1,"0,000699300699300699",1430
La Conception,3607362397,laconception,La Conception,78115,1431,1,"0,000698812019566737",1431
Mascouche,3607704069,mascouche,Mascouche,64015,53009,37,"0,000697994680148654","1432,67567567568"
Saint-Casimir,3608279175,saintcasimir,Saint-Casimir,34078,1437,1,"0,00069589422407794",1437
Candiac,3607785147,candiac,Candiac,67020,24445,17,"0,000695438740028636","1437,94117647059"
Victoriaville,3607997260,victoriaville,Victoriaville,39062,47516,33,"0,000694502904284873","1439,87878787879"
La Pêche,3607045685,lapeche,La Pêche,82035,8640,6,"0,000694444444444445",1440
Sainte-Lucie-des-Laurentides,3607692498,sainteluciedeslaurentides,Sainte-Lucie-des-Laurentides,78020,1442,1,"0,000693481276005548",1442
Saint-Tite-des-Caps,3607717046,sainttitedescaps,Saint-Tite-des-Caps,21005,1445,1,"0,00069204152249135",1445
Saint-Joseph-du-Lac,3607699990,saintjosephdulac,Saint-Joseph-du-Lac,72025,7232,5,"0,000691371681415929","1446,4"
Ange-Gardien,3607903250,angegardien,Ange-Gardien,55008,2908,2,"0,000687757909215956",1454
Saint-Aubert,3608189534,saintaubert,Saint-Aubert,17055,1456,1,"0,000686813186813187",1456
Sainte-Élisabeth,3607710966,sainteelisabeth,Sainte-Élisabeth,52030,1472,1,"0,000679347826086957",1472
Beauharnois,3607765238,beauharnois,Beauharnois,70022,14745,10,"0,000678195998643608","1474,5"
Saint-Constant,3607785153,saintconstant,Saint-Constant,67035,31000,21,"0,00067741935483871","1476,19047619048"
Saint-Félix-de-Kingsey,3607932215,saintfelixdekingsey,Saint-Félix-de-Kingsey,49005,1481,1,"0,000675219446320054",1481
Chandler,3608271776,chandler,Chandler,2028,7423,5,"0,000673582109659167","1484,6"
Rivière-Rouge,3601490839,riviererouge,Rivière-Rouge,79037,4467,3,"0,000671591672263264",1489
Sainte-Anne-de-Beaupré,3607717051,sainteannedebeaupre,Sainte-Anne-de-Beaupré,21030,2989,2,"0,000669120107059217","1494,5"
Oka,3606451177,oka,Oka,72032,5988,4,"0,000668002672010688",1497
Grenville-sur-la-Rouge,3607697276,grenvillesurlarouge,Grenville-sur-la-Rouge,76052,3009,2,"0,000664672648720505","1504,5"
Coteau-du-Lac,3607696246,coteaudulac,Coteau-du-Lac,71040,7627,5,"0,000655565753245051","1525,4"
Donnacona,3608205571,donnacona,Donnacona,34025,7663,5,"0,000652485971551612","1532,6"
Amqui,3608262628,amqui,Amqui,7047,6145,4,"0,00065093572009764","1536,25"
Paspébiac,3608271757,paspebiac,Paspébiac,5032,3120,2,"0,000641025641025641",1560
Amherst,3607362398,amherst,Amherst,78070,1563,1,"0,000639795265515035",1563
Sainte-Anne-de-la-Pocatière,3608120208,sainteannedelapocatiere,Sainte-Anne-de-la-Pocatière,14090,1571,1,"0,00063653723742839",1571
Saint-Paulin,3607711425,saintpaulin,Saint-Paulin,51060,1594,1,"0,000627352572145546",1594
Compton,3607953162,compton,Compton,44071,3191,2,"0,000626762770291445","1595,5"
Rouyn-Noranda,3607360112,rouynnoranda,Rouyn-Noranda,86042,43097,27,"0,00062649372346103","1596,18518518519"
Sainte-Clotilde-de-Horton,3607997268,sainteclotildedehorton,Sainte-Clotilde-de-Horton,39117,1619,1,"0,000617665225447807",1619
Blainville,3607703991,blainville,Blainville,73015,61617,38,"0,000616712920135677","1621,5"
Lambton,3608064420,lambton,Lambton,30095,1628,1,"0,000614250614250614",1628
Cantley,3607041122,cantley,Cantley,82020,11432,7,"0,000612316305108468","1633,14285714286"
Saint-Jean-de-Dieu,3608228418,saintjeandedieu,Saint-Jean-de-Dieu,11010,1639,1,"0,00061012812690665",1639
Uashat,3607722334,uashat,Uashat,97802,1652,1,"0,000605326876513317",1652
Pont-Rouge,3608205572,pontrouge,Pont-Rouge,34017,9971,6,"0,00060174506067596","1661,83333333333"
Lyster,3608055269,lyster,Lyster,32065,1662,1,"0,000601684717208183",1662
Saint-Albert,3607997262,saintalbert,Saint-Albert,39085,1715,1,"0,000583090379008746",1715
Austin,3607953120,austin,Austin,45085,1718,1,"0,000582072176949942",1718
Saint-Pascal,3608223964,saintpascal,Saint-Pascal,14018,3455,2,"0,000578871201157742","1727,5"
Saint-Stanislas-de-Kostka,3607765244,saintstanislasdekostka,Saint-Stanislas-de-Kostka,70040,1745,1,"0,000573065902578797",1745
Sainte-Claire,3608180284,sainteclaire,Sainte-Claire,19055,3510,2,"0,00056980056980057",1755
Saint-Laurent-de-l'Île-d'Orléans,3608099222,saintlaurentdeliledorleans,Saint-Laurent-de-l'Île-d'Orléans,20020,1781,1,"0,000561482313307131",1781
Saint-Placide,3607699993,saintplacide,Saint-Placide,72043,1784,1,"0,000560538116591928",1784
Sainte-Angèle-de-Monnoir,3607903253,sainteangeledemonnoir,Sainte-Angèle-de-Monnoir,55030,1785,1,"0,000560224089635854",1785
Beloeil,3607903227,beloeil,Beloeil,57040,25149,14,"0,000556682174241521","1796,35714285714"
Saint-Rémi,3607785079,saintremi,Saint-Rémi,68055,9001,5,"0,000555493834018442","1800,2"
Berthier-sur-Mer,3608188523,berthiersurmer,Berthier-sur-Mer,18065,1806,1,"0,000553709856035437",1806
Saint-Michel-de-Bellechasse,3608180272,saintmicheldebellechasse,Saint-Michel-de-Bellechasse,19110,1808,1,"0,000553097345132743",1808
Saint-Bruno-de-Montarville,3607042081,saintbrunodemontarville,Saint-Bruno-de-Montarville,58037,27147,15,"0,000552547242789258","1809,8"
Saint-Charles-sur-Richelieu,3607903221,saintcharlessurrichelieu,Saint-Charles-sur-Richelieu,57057,1821,1,"0,000549148819330038",1821
Saint-Antoine-sur-Richelieu,3607903223,saintantoinesurrichelieu,Saint-Antoine-sur-Richelieu,57075,1844,1,"0,000542299349240781",1844
Sherbrooke,3605915931,sherbrooke,Sherbrooke,43027,169136,91,"0,000538028568725759","1858,63736263736"
New Richmond,3608271762,newrichmond,New Richmond,5070,3767,2,"0,000530926466684364","1883,5"
Sept-Îles,3607722332,septiles,Sept-Îles,97007,25083,13,"0,000518279312681896","1929,46153846154"
Granby,3607927022,granby,Granby,47017,69265,35,"0,000505305709954523",1979
Saint-Pierre-de-l'Île-d'Orléans,3608099224,saintpierredeliledorleans,Saint-Pierre-de-l'Île-d'Orléans,20025,2009,1,"0,000497760079641613",2009
Longueuil,3606948543,longueuil,Longueuil,58227,253629,126,"0,000496788616443703","2012,92857142857"
Saint-André-Avellin,3607572130,saintandreavellin,Saint-André-Avellin,80027,4029,2,"0,000496401092082403","2014,5"
Saint-Augustin-de-Desmaures,3607716091,saintaugustindedesmaures,Saint-Augustin-de-Desmaures,23072,20213,10,"0,000494731113639737","2021,3"
L'Ascension-de-Notre-Seigneur,3608374473,lascensiondenotreseigneur,L'Ascension-de-Notre-Seigneur,93065,2027,1,"0,000493339911198816",2027
Cowansville,3607926998,cowansville,Cowansville,46080,16272,8,"0,000491642084562439",2034
Saint-Lazare,3607696245,saintlazare,Saint-Lazare,71105,22653,11,"0,000485586897982607","2059,36363636364"
Alma,3608374471,alma,Alma,93042,30894,15,"0,000485531171101185","2059,6"
Bécancour,3608042836,becancour,Bécancour,38010,14555,7,"0,000480934386808657","2079,28571428571"
Baie-Comeau,3607719056,baiecomeau,Baie-Comeau,96020,20823,10,"0,000480238198146281","2082,3"
Saint-Liguori,3607704059,saintliguori,Saint-Liguori,63065,2084,1,"0,000479846449136276",2084
Saint-Ferdinand,3608055272,saintferdinand,Saint-Ferdinand,32013,2087,1,"0,000479156684235745",2087
Shannon,3607716430,shannon,Shannon,22020,6273,3,"0,000478240076518412",2091
Boucherville,3606948557,boucherville,Boucherville,58033,41840,20,"0,000478011472275335",2092
Manawan,3607698893,manawan,Manawan,62802,2134,1,"0,000468603561387067",2134
Saint-Barthélemy,3607710960,saintbarthelemy,Saint-Barthélemy,52055,2146,1,"0,000465983224603914",2146
Pointe-Calumet,3607699991,pointecalumet,Pointe-Calumet,72020,6447,3,"0,000465332712889716",2149
Papineauville,3607572131,papineauville,Papineauville,80037,2150,1,"0,000465116279069767",2150
Gatineau,3605356213,gatineau,Gatineau,81017,290283,135,"0,00046506340364403","2150,24444444444"
Saint-Ambroise-de-Kildare,3607706450,saintambroisedekildare,Saint-Ambroise-de-Kildare,61040,4329,2,"0,000462000462000462","2164,5"
Saint-Hyacinthe,3607927129,sainthyacinthe,Saint-Hyacinthe,54048,57785,26,"0,000449943757030371","2222,5"
Sainte-Cécile-de-Milton,3607927021,saintececiledemilton,Sainte-Cécile-de-Milton,47055,2232,1,"0,000448028673835125",2232
Saint-Gédéon,3608374534,saintgedeon,Saint-Gédéon,93035,2254,1,"0,000443655723158829",2254
Stoneham-et-Tewkesbury,3607716425,stonehamettewkesbury,Stoneham-et-Tewkesbury,22035,9088,4,"0,000440140845070423",2272
Saint-Marc-sur-Richelieu,3607903224,saintmarcsurrichelieu,Saint-Marc-sur-Richelieu,57050,2286,1,"0,000437445319335083",2286
Saint-Étienne-des-Grès,3607711421,saintetiennedesgres,Saint-Étienne-des-Grès,51090,4658,2,"0,0004293688278231",2329
Matane,3607998297,matane,Matane,8053,14000,6,"0,000428571428571429","2333,33333333333"
Lévis,3608164410,levis,Lévis,25213,149564,64,"0,0004279104597363","2336,9375"
Rawdon,3607707059,rawdon,Rawdon,62037,11748,5,"0,000425604358188628","2349,6"
Témiscaming,3608367981,temiscaming,Témiscaming,85005,2353,1,"0,000424989375265618",2353
Sainte-Béatrix,3607707052,saintebeatrix,Sainte-Béatrix,62020,2363,1,"0,000423190859077444",2363
Rimouski,3608138193,rimouski,Rimouski,10043,49733,21,"0,00042225484085014","2368,2380952381"
Daveluyville,3607997256,daveluyville,Daveluyville,39152,2386,1,"0,000419111483654652",2386
Les Cèdres,3607696242,lescedres,Les Cèdres,71050,7162,3,"0,000418877408545099","2387,33333333333"
Cap-Chat,3608154704,capchat,Cap-Chat,4047,2388,1,"0,000418760469011725",2388
Varennes,3607903246,varennes,Varennes,59020,21498,9,"0,000418643594753","2388,66666666667"
Saint-Éphrem-de-Beauce,3608089953,saintephremdebeauce,Saint-Éphrem-de-Beauce,29112,2391,1,"0,000418235048097031",2391
Maskinongé (municipalité),3607711437,maskinonge,Maskinongé,51008,2411,1,"0,000414765657403567",2411
Lavaltrie,3607710970,lavaltrie,Lavaltrie,52007,14495,6,"0,000413935839944809","2415,83333333333"
Morin-Heights,3607697468,morinheights,Morin-Heights,77050,4906,2,"0,00040766408479413",2453
Pohénégamook,3608223961,pohenegamook,Pohénégamook,13095,2469,1,"0,000405022276225192",2469
Saint-Basile-le-Grand,3607903229,saintbasilelegrand,Saint-Basile-le-Grand,57020,17371,7,"0,000402970468021415","2481,57142857143"
Farnham,3607927003,farnham,Farnham,46112,10036,4,"0,000398565165404544",2509
Saint-Germain-de-Grantham,3607932220,saintgermaindegrantham,Saint-Germain-de-Grantham,49048,5024,2,"0,000398089171974522",2512
Gracefield,3607041000,gracefield,Gracefield,83032,2518,1,"0,00039714058776807",2518
Saint-Félicien,3608160416,saintfelicien,Saint-Félicien,91042,10130,4,"0,000394866732477789","2532,5"
Saint-Bernard,3608180115,saintbernard,Saint-Bernard,26055,2538,1,"0,000394011032308905",2538
Thetford Mines,3608055327,thetfordmines,Thetford Mines,31084,25670,10,"0,000389559797428905",2567
Lanoraie,3607710969,lanoraie,Lanoraie,52017,5239,2,"0,000381752242794426","2619,5"
Mirabel,3607699994,mirabel,Mirabel,74005,64032,24,"0,000374812593703148",2668
Saint-Alexandre,3607820571,saintalexandre,Saint-Alexandre,56055,2673,1,"0,000374111485222596",2673
Saint-Basile,3608277027,saintbasile,Saint-Basile,34038,2730,1,"0,000366300366300366",2730
Saint-Gabriel,3607710958,saintgabriel,Saint-Gabriel,52080,2740,1,"0,000364963503649635",2740
Montmagny,3608188525,montmagny,Montmagny,18050,11063,4,"0,000361565578956883","2765,75"
Sainte-Luce,3608226226,sainteluce,Sainte-Luce,9092,2772,1,"0,000360750360750361",2772
Lac-Beauport,3607716427,lacbeauport,Lac-Beauport,22040,8372,3,"0,000358337314859054","2790,66666666667"
Saint-Prime,3608160827,saintprime,Saint-Prime,91035,2817,1,"0,00035498757543486",2817
Lac-Mégantic,3608064416,lacmegantic,Lac-Mégantic,30030,5646,2,"0,000354233085370174",2823
Yamachiche,3607711428,yamachiche,Yamachiche,51020,2877,1,"0,000347584289190129",2877
Saint-Jean-sur-Richelieu,3601600484,saintjeansurrichelieu,Saint-Jean-sur-Richelieu,56083,99758,34,"0,000340824796006335","2934,05882352941"
L'Assomption,3607706379,lassomption,L'Assomption,60028,23623,8,"0,000338653007662024","2952,875"
Saint-David-de-Falardeau,3608374535,saintdaviddefalardeau,Saint-David-de-Falardeau,94245,2957,1,"0,000338180588434224",2957
Saguenay,3608158186,saguenay,Saguenay,94068,147952,50,"0,000337947442413756","2959,04"
Saint-Bruno,3608374596,saintbruno,Saint-Bruno,93030,2974,1,"0,000336247478143914",2974
Val-Morin,3607692496,valmorin,Val-Morin,78005,2997,1,"0,000333667000333667",2997
Pincourt,3607696236,pincourt,Pincourt,71070,15109,5,"0,000330928585611225","3021,8"
Lac-des-Écorces,3607360512,lacdesecorces,Lac-des-Écorces,79078,3025,1,"0,000330578512396694",3025
Stoke,3607950472,stoke,Stoke,42005,3057,1,"0,000327118089630357",3057
Saint-Alexis-des-Monts,3607711418,saintalexisdesmonts,Saint-Alexis-des-Monts,51065,3063,1,"0,000326477309826967",3063
Cap-Saint-Ignace,3608188526,capsaintignace,Cap-Saint-Ignace,18045,3084,1,"0,000324254215304799",3084
Charlemagne,3607706381,charlemagne,Charlemagne,60005,6253,2,"0,000319846473692628","3126,5"
Beauceville,3608090032,beauceville,Beauceville,27028,6285,2,"0,000318217979315831","3142,5"
Trois-Pistoles,3608228426,troispistoles,Trois-Pistoles,11040,3150,1,"0,000317460317460317",3150
Joliette,3607706452,joliette,Joliette,61025,22098,7,"0,000316770748484026","3156,85714285714"
Saint-Paul,3607706455,saintpaul,Saint-Paul,61005,6477,2,"0,000308784931295353","3238,5"
Port-Cartier,3607722335,portcartier,Port-Cartier,97022,6544,2,"0,000305623471882641",3272
Piedmont,3607697462,piedmont,Piedmont,77030,3330,1,"0,0003003003003003",3330
Saint-Georges,3608089943,saintgeorges,Saint-Georges,29073,33569,10,"0,000297893890196312","3356,9"
Val-des-Sources,3607997182,valdessources,Val-des-Sources,40043,6823,2,"0,00029312619082515","3411,5"
Sainte-Marguerite-du-Lac-Masson,3607697464,saintemargueritedulacmasson,Sainte-Marguerite-du-Lac-Masson,77012,3412,1,"0,000293083235638921",3412
Saint-Alphonse-de-Granby,3607927023,saintalphonsedegranby,Saint-Alphonse-de-Granby,47010,3423,1,"0,000292141396435875",3423
Grande-Rivière,3608244714,granderiviere,Grande-Rivière,2015,3423,1,"0,000292141396435875",3423
Saint-Thomas,3607706448,saintthomas,Saint-Thomas,61027,3481,1,"0,000287273771904625",3481
Sorel-Tracy,3607932164,soreltracy,Sorel-Tracy,53052,34933,10,"0,000286262273494976","3493,3"
Cap-Santé,3608277031,capsante,Cap-Santé,34030,3559,1,"0,000280977802753583",3559
L'Islet,3608188527,lislet,L'Islet,17078,3791,1,"0,000263782643102084",3791
Ormstown,3607743225,ormstown,Ormstown,69037,3818,1,"0,000261917234154007",3818
Beaconsfield,3600197578,beaconsfield,Beaconsfield,66107,19290,5,"0,000259201658890617",3858
Carignan,3607903231,carignan,Carignan,57010,11743,3,"0,000255471344630844","3914,33333333333"
Lac-Etchemin,3608199036,lacetchemin,Lac-Etchemin,28053,3959,1,"0,000252589037635767",3959
Sainte-Anne-des-Lacs,3607697466,sainteannedeslacs,Sainte-Anne-des-Lacs,77035,3974,1,"0,000251635631605435",3974
Brownsburg-Chatham,3607697274,brownsburgchatham,Brownsburg-Chatham,76043,8146,2,"0,000245519273262951",4073
Napierville,3607785072,napierville,Napierville,68030,4137,1,"0,000241721053903795",4137
Crabtree,3607706454,crabtree,Crabtree,61013,4267,1,"0,000234356690883525",4267
Saint-Jérôme,3607698652,saintjerome,Saint-Jérôme,75017,81253,19,"0,000233837519845421","4276,47368421053"
Saint-Antonin,3608223959,saintantonin,Saint-Antonin,12015,4339,1,"0,000230467849734962",4339
Montréal-Est,3601634159,montrealest,Montréal-Est,66007,4456,1,"0,000224416517055655",4456
Saint-Zotique,3607696247,saintzotique,Saint-Zotique,71025,8952,2,"0,000223413762287757",4476
Château-Richer,3607717052,chateauricher,Château-Richer,21035,4540,1,"0,000220264317180617",4540
Roxton Pond,3607927020,roxtonpond,Roxton Pond,47047,4580,1,"0,000218340611353712",4580
Saint-Mathias-sur-Richelieu,3607903256,saintmathiassurrichelieu,Saint-Mathias-sur-Richelieu,55065,4596,1,"0,000217580504786771",4596
Sainte-Sophie,3607698650,saintesophie,Sainte-Sophie,75028,18491,4,"0,000216321453680169","4622,75"
Waterloo,3607927018,waterloo,Waterloo,47025,4632,1,"0,000215889464594128",4632
Saint-Jean-de-Matha,3607707049,saintjeandematha,Saint-Jean-de-Matha,62015,4731,1,"0,00021137180300148",4731
Plessisville,3608055276,plessisville,Plessisville,32043,9497,2,"0,000210592818784879","4748,5"
Warwick,3607997265,warwick,Warwick,39077,4783,1,"0,000209073803052478",4783
Saint-Denis-de-Brompton,3607950477,saintdenisdebrompton,Saint-Denis-de-Brompton,42025,4852,1,"0,000206100577081616",4852
Contrecœur,3607903241,contrecoeur,Contrecoeur,59035,10174,2,"0,00019657951641439",5087
Saint-Boniface,3607711420,saintboniface,Saint-Boniface,51085,5096,1,"0,000196232339089482",5096
Sainte-Anne-des-Plaines,3607703988,sainteannedesplaines,Sainte-Anne-des-Plaines,73035,15905,3,"0,000188619930839359","5301,66666666667"
Montréal-Ouest,3607022381,montrealouest,Montréal-Ouest,66047,5389,1,"0,000185563184264242",5389
Saint-Raymond,3608114652,saintraymond,Saint-Raymond,34128,11176,2,"0,000178954903364352",5588
Notre-Dame-de-l'Île-Perrot,3607696234,notredamedelileperrot,Notre-Dame-de-l'Île-Perrot,71065,11366,2,"0,000175963399612881",5683
Verchères,3607903243,vercheres,Verchères,59025,5836,1,"0,000171350239890336",5836
McMasterville,3607903226,mcmasterville,McMasterville,57025,5894,1,"0,000169664065151001",5894
Saint-Pie,3607927128,saintpie,Saint-Pie,54008,5918,1,"0,000168976005407232",5918
Saint-Césaire,3607903251,saintcesaire,Saint-Césaire,55023,6051,1,"0,000165261940175178",6051
Notre-Dame-du-Mont-Carmel,3607711551,notredamedumontcarmel,Notre-Dame-du-Mont-Carmel,37235,6091,1,"0,00016417665407979",6091
Val-des-Monts,3607041289,valdesmonts,Val-des-Monts,82015,12215,2,"0,000163733115022513","6107,5"
Deux-Montagnes,3602798489,deuxmontagnes,Deux-Montagnes,72010,18394,3,"0,000163096661954985","6131,33333333333"
Repentigny,3607706380,repentigny,Repentigny,60013,86419,14,"0,000162001411726588","6172,78571428572"
Mont-Joli,3608232991,montjoli,Mont-Joli,9077,6357,1,"0,000157306905773163",6357
Prévost,3607698651,prevost,Prévost,75040,13670,2,"0,000146305779078274",6835
Saint-Lambert-de-Lauzon,3608180116,saintlambertdelauzon,Saint-Lambert-de-Lauzon,26070,6931,1,"0,00014427932477276",6931
Dolbeau-Mistassini,3608374202,dolbeaumistassini,Dolbeau-Mistassini,92022,13934,2,"0,000143533802210421",6967
Saint-Félix-de-Valois,3607707050,saintfelixdevalois,Saint-Félix-de-Valois,62007,6991,1,"0,000143041052782148",6991
Louiseville,3607711434,louiseville,Louiseville,51015,7272,1,"0,000137513751375138",7272
Mercier,3607785156,mercier,Mercier,67045,15239,2,"0,00013124220749393","7619,5"
Saint-Apollinaire,3608110658,saintapollinaire,Saint-Apollinaire,33090,8116,1,"0,000123213405618531",8116
Val-d'Or,3607359771,valdor,Val-d'Or,89008,32932,4,"0,000121462407384914",8233
L'Ancienne-Lorette,3607716093,lanciennelorette,L'Ancienne-Lorette,23057,16723,2,"0,000119595766309873","8361,5"
Otterburn Park,3607903225,otterburnpark,Otterburn Park,57030,8395,1,"0,000119118522930316",8395
L'Épiphanie,3608325030,lepiphanie,L'Épiphanie,60037,8920,1,"0,000112107623318386",8920
Boischatel,3607717054,boischatel,Boischatel,21045,9015,1,"0,000110926234054354",9015
Marieville,3607903254,marieville,Marieville,55048,11249,1,"8,88967908258512E-05",11249
Sainte-Marie,3608180109,saintemarie,Sainte-Marie,26030,13572,1,"7,36811081638668E-05",13572
Mont-Saint-Hilaire,3607903220,montsainthilaire,Mont-Saint-Hilaire,57035,19183,1,"5,21294896522963E-05",19183
Côte-Saint-Luc,3605361655,cotesaintluc,Côte-Saint-Luc,66058,35419,1,"2,82334340325814E-05",35419
Lac-Bazinet,3601490835,lacbazinet,Lac-Bazinet,79910,0,0,#DIV/0!,#DIV/0!
Lac-Ernest,3601490836,lacernest,Lac-Ernest,79924,0,0,#DIV/0!,#DIV/0!
Lac-Marguerite,3601490840,lacmarguerite,Lac-Marguerite,79926,0,0,#DIV/0!,#DIV/0!
Lac-de-la-Maison-de-Pierre,3601490841,lacdelamaisondepierre,Lac-de-la-Maison-de-Pierre,79916,0,0,#DIV/0!,#DIV/0!
Lac-de-la-Pomme,3601490844,lacdelapomme,Lac-de-la-Pomme,79902,0,0,#DIV/0!,#DIV/0!
Baie-des-Chaloupes,3601490846,baiedeschaloupes,Baie-des-Chaloupes,79920,0,0,#DIV/0!,#DIV/0!
Lac-Oscar,3601490847,lacoscar,Lac-Oscar,79914,0,0,#DIV/0!,#DIV/0!
Lac-De La Bidière,3601490848,lacdelabidiere,Lac-De La Bidière,79912,0,0,#DIV/0!,#DIV/0!
Lac-Akonapwehikan,3601490858,lacakonapwehikan,Lac-Akonapwehikan,79904,0,0,#DIV/0!,#DIV/0!
Paroisse Sainte-Gertrude,3606854299,paroissesaintegertrude,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Tioweró:ton / Doncaster,3607064822,doncaster,Doncaster,78802,0,0,#DIV/0!,#DIV/0!
East Hawkesbury,3607426623,easthawkesbury,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Wolastoqiyik Wahsipekuk,3607516050,wolastoqiyikwahsipekuk,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Coucoucache,3607570636,coucoucache,Coucoucache,90801,0,0,#DIV/0!,#DIV/0!
Unorganized West Timiskaming,3607588066,unorganizedwesttimiskaming,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
McGarry Township,3607588073,mcgarrytownship,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Kanata,3607657290,kanata,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lac-Duparquet,3607678914,lacduparquet,Lac-Duparquet,87902,0,0,#DIV/0!,#DIV/0!
Ka’neshatà:ke / Kanesatake,3607699992,kanesatake,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Pessamit Innuat / Innus de Pessamit,3607719061,innusdepessamit,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ᑲᐛᐛᒋᑲᒪᒡ Kawawachikamach,3607722325,kawawachikamach,Kawawachikamach,99065,0,0,#DIV/0!,#DIV/0!
Nutashkuan,3607734509,nutashkuan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ekuanitshit - Mingan,3607734514,ekuanitshitmingan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Canton de Cleveland,3607950478,cantondecleveland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ville de Richmond,3607950479,villederichmond,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Canton de Melbourne,3607950480,cantondemelbourne,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Rivière-Bonjour,3608001955,rivierebonjour,Rivière-Bonjour,8902,0,0,#DIV/0!,#DIV/0!
Lac-Lenôtre,3608103024,laclenotre,Lac-Lenôtre,83906,0,0,#DIV/0!,#DIV/0!
Dépôt-Échouani,3608103025,depotechouani,Dépôt-Échouani,83912,0,0,#DIV/0!,#DIV/0!
Lac-Moselle,3608103026,lacmoselle,Lac-Moselle,83908,0,0,#DIV/0!,#DIV/0!
Lac-Lapeyrere,3608114655,laclapeyrere,Lac-Lapeyrère,34906,0,0,#DIV/0!,#DIV/0!
Linton,3608114656,linton,Linton,34904,0,0,#DIV/0!,#DIV/0!
Lac-Blanc,3608114657,lacblanc,Lac-Blanc,34902,0,0,#DIV/0!,#DIV/0!
Lac-Croche,3608114658,laccroche,Lac-Croche,22902,0,0,#DIV/0!,#DIV/0!
Petit-Lac-Sainte-Anne,3608120210,petitlacsainteanne,Petit-Lac-Sainte-Anne,14904,0,0,#DIV/0!,#DIV/0!
Petit-Mécatina,3608145537,petitmecatina,Petit-Mécatina,98912,0,0,#DIV/0!,#DIV/0!
Lac-Jérôme,3608146388,lacjerome,Lac-Jérôme,98904,0,0,#DIV/0!,#DIV/0!
Sault-au-Cochon,3608146885,saultaucochon,Sault-au-Cochon,21902,0,0,#DIV/0!,#DIV/0!
Ruisseau-des-Mineurs,3608150934,ruisseaudesmineurs,Ruisseau-des-Mineurs,7910,0,0,#DIV/0!,#DIV/0!
Coulée-des-Adolphe,3608154702,couleedesadolphe,Coulée-des-Adolphe,4904,0,0,#DIV/0!,#DIV/0!
Essipit innuat / Innus Essipit,3608218645,innusessipit,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Saint-Guy,3608228992,saintguy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lac-Boisbouscache,3608228993,lacboisbouscache,Lac-Boisbouscache,11902,0,0,#DIV/0!,#DIV/0!
