nom,id,nom,match,"﻿""mcode""",population,établissements,eta per capita,habitant par éta
Ragueneau,3607719060,ragueneau,Ragueneau,96040,1294,0,0,#DIV/0!
Colombier,3607719063,colombier,Colombier,95050,671,0,0,#DIV/0!
Forestville,3607719064,forestville,Forestville,95045,2912,0,0,#DIV/0!
Portneuf-sur-Mer,3607719065,portneufsurmer,Portneuf-sur-Mer,95040,604,0,0,#DIV/0!
Longue-Rive,3607719066,longuerive,Longue-Rive,95032,956,0,0,#DIV/0!
Lac-John,3607722326,lacjohn,Lac-John,97810,33,0,0,#DIV/0!
Matimekosh,3607722327,matimekosh,Matimekosh,97808,618,0,0,#DIV/0!
Schefferville,3607722328,schefferville,Schefferville,97040,157,0,0,#DIV/0!
Maliotenam,3607722333,maliotenam,Maliotenam,97804,1502,0,0,#DIV/0!
L'Île-d'Anticosti,3607734508,liledanticosti,L'Île-d'Anticosti,98020,196,0,0,#DIV/0!
Baie-Johan-Beetz,3607734512,baiejohanbeetz,Baie-Johan-Beetz,98035,79,0,0,#DIV/0!
Longue-Pointe-de-Mingan,3607734515,longuepointedemingan,Longue-Pointe-de-Mingan,98045,423,0,0,#DIV/0!
Rivière-Saint-Jean,3607734516,rivieresaintjean,Rivière-Saint-Jean,98050,215,0,0,#DIV/0!
Rivière-au-Tonnerre,3607734517,riviereautonnerre,Rivière-au-Tonnerre,98055,255,0,0,#DIV/0!
Blanc-Sablon,3607734572,blancsablon,Blanc-Sablon,98005,1080,0,0,#DIV/0!
Bonne-Espérance,3607734573,bonneesperance,Bonne-Espérance,98010,675,0,0,#DIV/0!
La Romaine,3607734576,laromaine,La Romaine,98804,990,0,0,#DIV/0!
Howick,3607743220,howick,Howick,69025,839,0,0,#DIV/0!
Très-Saint-Sacrement,3607743221,tressaintsacrement,Très-Saint-Sacrement,69030,1229,0,0,#DIV/0!
Saint-Chrysostome,3607743222,saintchrysostome,Saint-Chrysostome,69017,2841,0,0,#DIV/0!
Havelock,3607743223,havelock,Havelock,69005,749,0,0,#DIV/0!
Franklin,3607743224,franklin,Franklin,69010,1680,0,0,#DIV/0!
Elgin,3607743228,elgin,Elgin,69050,413,0,0,#DIV/0!
Sainte-Barbe,3607743229,saintebarbe,Sainte-Barbe,69065,1724,0,0,#DIV/0!
Godmanchester,3607743230,godmanchester,Godmanchester,69060,1446,0,0,#DIV/0!
Dundee,3607743232,dundee,Dundee,69075,395,0,0,#DIV/0!
Sainte-Martine,3607765240,saintemartine,Sainte-Martine,70012,5741,0,0,#DIV/0!
Saint-Étienne-de-Beauharnois,3607765241,saintetiennedebeauharnois,Saint-Étienne-de-Beauharnois,70030,1064,0,0,#DIV/0!
Saint-Cyprien-de-Napierville,3607785073,saintcypriendenapierville,Saint-Cyprien-de-Napierville,68035,2101,0,0,#DIV/0!
Saint-Jacques-le-Mineur,3607785074,saintjacqueslemineur,Saint-Jacques-le-Mineur,68040,2044,0,0,#DIV/0!
Saint-Édouard,3607785075,saintedouard,Saint-Édouard,68045,1354,0,0,#DIV/0!
Saint-Patrice-de-Sherrington,3607785076,saintpatricedesherrington,Saint-Patrice-de-Sherrington,68025,2323,0,0,#DIV/0!
Saint-Michel,3607785078,saintmichel,Saint-Michel,68050,3553,0,0,#DIV/0!
Sainte-Clotilde,3607785080,sainteclotilde,Sainte-Clotilde,68020,2466,0,0,#DIV/0!
Hemmingford (village),3607785081,hemmingford,Hemmingford,68015,2138,0,0,#DIV/0!
Hemmingford (canton),3607785082,hemmingford,Hemmingford,68015,2138,0,0,#DIV/0!
Saint-Philippe,3607785151,saintphilippe,Saint-Philippe,67010,7972,0,0,#DIV/0!
Saint-Mathieu,3607785152,saintmathieu,Saint-Mathieu,67005,2323,0,0,#DIV/0!
Léry,3607785157,lery,Léry,67055,2361,0,0,#DIV/0!
Sainte-Brigide-d'Iberville,3607820569,saintebrigidediberville,Sainte-Brigide-d'Iberville,56105,1492,0,0,#DIV/0!
Saint-Sébastien,3607820572,saintsebastien,Saint-Sébastien,30085,651,0,0,#DIV/0!
Saint-Valentin,3607820573,saintvalentin,Saint-Valentin,56030,437,0,0,#DIV/0!
Saint-Jean-Baptiste,3607903219,saintjeanbaptiste,Saint-Jean-Baptiste,57033,3293,0,0,#DIV/0!
Saint-Denis-sur-Richelieu,3607903222,saintdenissurrichelieu,Saint-Denis-sur-Richelieu,57068,2422,0,0,#DIV/0!
Saint-Mathieu-de-Beloeil,3607903228,saintmathieudebeloeil,Saint-Mathieu-de-Beloeil,57045,2824,0,0,#DIV/0!
Calixa-Lavallée,3607903242,calixalavallee,Calixa-Lavallée,59030,530,0,0,#DIV/0!
Saint-Amable,3607903244,saintamable,Saint-Amable,59015,13587,0,0,#DIV/0!
Saint-Paul-d'Abbotsford,3607903249,saintpauldabbotsford,Saint-Paul-d'Abbotsford,55015,2928,0,0,#DIV/0!
Rougemont,3607903252,rougemont,Rougemont,55037,2829,0,0,#DIV/0!
Bolton-Ouest,3607926990,boltonouest,Bolton-Ouest,46065,776,0,0,#DIV/0!
Abercorn,3607926991,abercorn,Abercorn,46005,353,0,0,#DIV/0!
Brome,3607926993,brome,Brome,46070,355,0,0,#DIV/0!
Brigham,3607926996,brigham,Brigham,46090,2361,0,0,#DIV/0!
East Farnham,3607926997,eastfarnham,East Farnham,46085,622,0,0,#DIV/0!
Sainte-Sabine,3607927004,saintesabine,Sainte-Sabine,46105,1129,0,0,#DIV/0!
Notre-Dame-de-Stanbridge,3607927005,notredamedestanbridge,Notre-Dame-de-Stanbridge,46100,673,0,0,#DIV/0!
Bedford (Ville),3607927006,bedford,Bedford,46035,2733,0,0,#DIV/0!
Bedford (Canton),3607927007,bedford,Bedford,46035,2733,0,0,#DIV/0!
Stanbridge Station,3607927008,stanbridgestation,Stanbridge Station,46030,275,0,0,#DIV/0!
Pike River,3607927009,pikeriver,Pike River,46025,516,0,0,#DIV/0!
Saint-Joachim-de-Shefford,3607927016,saintjoachimdeshefford,Saint-Joachim-de-Shefford,47040,1402,0,0,#DIV/0!
Warden,3607927017,warden,Warden,47030,365,0,0,#DIV/0!
Shefford,3607927019,shefford,Shefford,47035,7307,0,0,#DIV/0!
Sainte-Hélène-de-Bagot,3607927117,saintehelenedebagot,Sainte-Hélène-de-Bagot,54095,1675,0,0,#DIV/0!
Saint-Hugues,3607927118,sainthugues,Saint-Hugues,54100,1375,0,0,#DIV/0!
Saint-Marcel-de-Richelieu,3607927119,saintmarcelderichelieu,Saint-Marcel-de-Richelieu,54125,527,0,0,#DIV/0!
Saint-Louis,3607927120,saintlouis,Saint-Louis,54120,746,0,0,#DIV/0!
Saint-Simon,3607927121,saintsimon,Saint-Simon,54090,1425,0,0,#DIV/0!
Saint-Barnabé-Sud,3607927122,saintbarnabesud,Saint-Barnabé-Sud,54105,906,0,0,#DIV/0!
Saint-Jude,3607927123,saintjude,Saint-Jude,54110,1431,0,0,#DIV/0!
Saint-Bernard-de-Michaudville,3607927124,saintbernarddemichaudville,Saint-Bernard-de-Michaudville,54115,594,0,0,#DIV/0!
Saint-Liboire,3607927125,saintliboire,Saint-Liboire,54072,3103,0,0,#DIV/0!
Saint-Valérien-de-Milton,3607927126,saintvaleriendemilton,Saint-Valérien-de-Milton,54065,1807,0,0,#DIV/0!
Saint-Dominique,3607927127,saintdominique,Saint-Dominique,54060,2783,0,0,#DIV/0!
La Présentation,3607927130,lapresentation,La Présentation,54035,2595,0,0,#DIV/0!
Sainte-Madeleine,3607927131,saintemadeleine,Sainte-Madeleine,54025,2314,0,0,#DIV/0!
Sainte-Marie-Madeleine,3607927132,saintemariemadeleine,Sainte-Marie-Madeleine,54030,2979,0,0,#DIV/0!
Saint-Damase,3607927133,saintdamase,Saint-Damase,7105,358,0,0,#DIV/0!
Saint-David,3607932156,saintdavid,Saint-David,53005,914,0,0,#DIV/0!
Saint-Gérard-Majella,3607932157,saintgerardmajella,Saint-Gérard-Majella,53085,244,0,0,#DIV/0!
Massueville,3607932158,massueville,Massueville,53010,550,0,0,#DIV/0!
Saint-Aimé,3607932159,saintaime,Saint-Aimé,53015,480,0,0,#DIV/0!
Yamaska,3607932160,yamaska,Yamaska,53072,1715,0,0,#DIV/0!
Saint-Robert,3607932161,saintrobert,Saint-Robert,53020,1772,0,0,#DIV/0!
Sainte-Anne-de-Sorel,3607932162,sainteannedesorel,Sainte-Anne-de-Sorel,53065,2795,0,0,#DIV/0!
Sainte-Victoire-de-Sorel,3607932163,saintevictoiredesorel,Sainte-Victoire-de-Sorel,53025,2510,0,0,#DIV/0!
Saint-Ours,3607932165,saintours,Saint-Ours,53032,1710,0,0,#DIV/0!
Saint-Roch-de-Richelieu,3607932166,saintrochderichelieu,Saint-Roch-de-Richelieu,53040,2300,0,0,#DIV/0!
Saint-Cyrille-de-Wendover,3607932213,saintcyrilledewendover,Saint-Cyrille-de-Wendover,49070,4907,0,0,#DIV/0!
Saint-Lucien,3607932214,saintlucien,Saint-Lucien,49030,1818,0,0,#DIV/0!
L'Avenir,3607932216,lavenir,L'Avenir,49025,1387,0,0,#DIV/0!
Durham-Sud,3607932217,durhamsud,Durham-Sud,49015,1121,0,0,#DIV/0!
Lefebvre,3607932218,lefebvre,Lefebvre,49020,941,0,0,#DIV/0!
Wickham,3607932219,wickham,Wickham,49040,2562,0,0,#DIV/0!
Saint-Majorique-de-Grantham,3607932221,saintmajoriquedegrantham,Saint-Majorique-de-Grantham,49095,1400,0,0,#DIV/0!
Saint-Eugène,3607932222,sainteugene,Saint-Eugène,49105,1186,0,0,#DIV/0!
Saint-Edmond-de-Grantham,3607932223,saintedmonddegrantham,Saint-Edmond-de-Grantham,49100,767,0,0,#DIV/0!
Saint-Guillaume,3607932224,saintguillaume,Saint-Guillaume,49113,1460,0,0,#DIV/0!
Saint-Bonaventure,3607932225,saintbonaventure,Saint-Bonaventure,49125,1044,0,0,#DIV/0!
Saint-Pie-de-Guire,3607932226,saintpiedeguire,Saint-Pie-de-Guire,49130,463,0,0,#DIV/0!
Béthanie,3607932240,bethanie,Béthanie,48005,362,0,0,#DIV/0!
Roxton,3607932242,roxton,Roxton,48015,1160,0,0,#DIV/0!
Sainte-Christine,3607932243,saintechristine,Sainte-Christine,48020,734,0,0,#DIV/0!
Upton,3607932245,upton,Upton,48038,2152,0,0,#DIV/0!
Saint-Théodore-d'Acton,3607932246,sainttheodoredacton,Saint-Théodore-d'Acton,48045,1519,0,0,#DIV/0!
Saint-Nazaire-d'Acton,3607932247,saintnazairedacton,Saint-Nazaire-d'Acton,48050,880,0,0,#DIV/0!
Saint-Claude,3607950473,saintclaude,Saint-Claude,42100,1203,0,0,#DIV/0!
Val-Joli,3607950474,valjoli,Val-Joli,42095,1654,0,0,#DIV/0!
Windsor,3607950475,windsor,Windsor,42088,5323,0,0,#DIV/0!
Saint-François-Xavier-de-Brompton,3607950476,saintfrancoisxavierdebrompton,Saint-François-Xavier-de-Brompton,42020,2438,0,0,#DIV/0!
Kingsbury,3607950481,kingsbury,Kingsbury,42070,143,0,0,#DIV/0!
Ulverton,3607950482,ulverton,Ulverton,42078,418,0,0,#DIV/0!
Racine,3607950483,racine,Racine,42032,1394,0,0,#DIV/0!
Maricourt,3607950484,maricourt,Maricourt,42065,432,0,0,#DIV/0!
Valcourt (Canton),3607950485,valcourt,Valcourt,42060,1034,0,0,#DIV/0!
Valcourt (ville),3607950486,valcourt,Valcourt,42060,1034,0,0,#DIV/0!
Lawrenceville,3607950487,lawrenceville,Lawrenceville,42045,644,0,0,#DIV/0!
Bonsecours,3607950488,bonsecours,Bonsecours,42040,657,0,0,#DIV/0!
Sainte-Anne-de-la-Rochelle,3607950489,sainteannedelarochelle,Sainte-Anne-de-la-Rochelle,42050,611,0,0,#DIV/0!
Stukely-Sud,3607950491,stukelysud,Stukely-Sud,45105,1111,0,0,#DIV/0!
Hatley (Canton),3607953109,hatley,Hatley,45043,781,0,0,#DIV/0!
Hatley,3607953111,hatley,Hatley,45043,781,0,0,#DIV/0!
Sainte-Catherine-de-Hatley,3607953113,saintecatherinedehatley,Sainte-Catherine-de-Hatley,45060,2637,0,0,#DIV/0!
Ogden,3607953115,ogden,Ogden,45020,742,0,0,#DIV/0!
Saint-Benoît-du-Lac,3607953119,saintbenoitdulac,Saint-Benoît-du-Lac,45080,28,0,0,#DIV/0!
Saint-Étienne-de-Bolton,3607953123,saintetiennedebolton,Saint-Étienne-de-Bolton,45100,787,0,0,#DIV/0!
Saint-Venant-de-Paquette,3607953155,saintvenantdepaquette,Saint-Venant-de-Paquette,44005,96,0,0,#DIV/0!
East Hereford,3607953156,easthereford,East Hereford,44010,288,0,0,#DIV/0!
Saint-Herménégilde,3607953157,sainthermenegilde,Saint-Herménégilde,44015,700,0,0,#DIV/0!
Saint-Malo,3607953158,saintmalo,Saint-Malo,44003,488,0,0,#DIV/0!
Sainte-Edwidge-de-Clifton,3607953159,sainteedwidgedeclifton,Sainte-Edwidge-de-Clifton,44055,530,0,0,#DIV/0!
Martinville,3607953160,martinville,Martinville,44060,460,0,0,#DIV/0!
Dixville,3607953161,dixville,Dixville,44023,760,0,0,#DIV/0!
Waterville,3607953164,waterville,Waterville,44080,2213,0,0,#DIV/0!
Barnston-Ouest,3607953165,barnstonouest,Barnston-Ouest,44045,557,0,0,#DIV/0!
Stanstead-Est,3607953166,stansteadest,Stanstead-Est,44050,605,0,0,#DIV/0!
Lingwick,3607953229,lingwick,Lingwick,41085,454,0,0,#DIV/0!
Hampden,3607953231,hampden,Hampden,41075,192,0,0,#DIV/0!
Bury,3607953232,bury,Bury,41070,1270,0,0,#DIV/0!
Dudswell,3607953233,dudswell,Dudswell,41117,1873,0,0,#DIV/0!
East Angus,3607953234,eastangus,East Angus,41060,3868,0,0,#DIV/0!
Chartierville,3607953236,chartierville,Chartierville,41020,297,0,0,#DIV/0!
Newport,3607953237,newport,Newport,41037,747,0,0,#DIV/0!
Saint-Isidore-de-Clifton,3607953238,saintisidoredeclifton,Saint-Isidore-de-Clifton,41012,693,0,0,#DIV/0!
Westbury,3607953240,westbury,Westbury,41065,1055,0,0,#DIV/0!
Ascot Corner,3607953241,ascotcorner,Ascot Corner,41055,3365,0,0,#DIV/0!
Ham-Sud,3607997177,hamsud,Ham-Sud,40005,245,0,0,#DIV/0!
Saint-Adrien,3607997178,saintadrien,Saint-Adrien,40010,566,0,0,#DIV/0!
Wotton,3607997179,wotton,Wotton,40017,1380,0,0,#DIV/0!
Saint-Camille,3607997180,saintcamille,Saint-Camille,40025,572,0,0,#DIV/0!
Saint-Georges-de-Windsor,3607997181,saintgeorgesdewindsor,Saint-Georges-de-Windsor,40032,976,0,0,#DIV/0!
Maddington Falls,3607997255,maddingtonfalls,Maddington Falls,39165,434,0,0,#DIV/0!
Saint-Rosaire,3607997258,saintrosaire,Saint-Rosaire,39145,862,0,0,#DIV/0!
Saint-Norbert-d'Arthabaska,3607997259,saintnorbertdarthabaska,Saint-Norbert-d'Arthabaska,39043,1217,0,0,#DIV/0!
Saint-Valère,3607997261,saintvalere,Saint-Valère,39135,1254,0,0,#DIV/0!
Sainte-Hélène-de-Chester,3607997263,saintehelenedechester,Sainte-Hélène-de-Chester,39035,388,0,0,#DIV/0!
Saint-Christophe-d'Arthabaska,3607997264,saintchristophedarthabaska,Saint-Christophe-d'Arthabaska,39060,3085,0,0,#DIV/0!
Sainte-Élizabeth-de-Warwick,3607997266,sainteelizabethdewarwick,Sainte-Élizabeth-de-Warwick,39090,379,0,0,#DIV/0!
Saint-Samuel,3607997267,saintsamuel,Saint-Samuel,39130,773,0,0,#DIV/0!
Sainte-Séraphine,3607997269,sainteseraphine,Sainte-Séraphine,39105,385,0,0,#DIV/0!
Chesterville,3607997272,chesterville,Chesterville,39030,901,0,0,#DIV/0!
Saint-Rémi-de-Tingwick,3607997273,saintremidetingwick,Saint-Rémi-de-Tingwick,39020,476,0,0,#DIV/0!
Notre-Dame-de-Ham,3607997274,notredamedeham,Notre-Dame-de-Ham,39015,415,0,0,#DIV/0!
Saints-Martyrs-Canadiens,3607997276,saintsmartyrscanadiens,Saints-Martyrs-Canadiens,39005,265,0,0,#DIV/0!
Saint-Jean-de-Cherbourg,3607998290,saintjeandecherbourg,Saint-Jean-de-Cherbourg,8010,173,0,0,#DIV/0!
Saint-Adelme,3607998293,saintadelme,Saint-Adelme,8030,514,0,0,#DIV/0!
Sainte-Paule,3607998295,saintepaule,Sainte-Paule,8040,268,0,0,#DIV/0!
Saint-Léandre,3607998296,saintleandre,Saint-Léandre,8065,366,0,0,#DIV/0!
Saint-Ulric,3607998298,saintulric,Saint-Ulric,8073,1571,0,0,#DIV/0!
Saint-Wenceslas,3608042765,saintwenceslas,Saint-Wenceslas,50023,1165,0,0,#DIV/0!
Aston-Jonction,3608042766,astonjonction,Aston-Jonction,50013,448,0,0,#DIV/0!
Sainte-Eulalie,3608042767,sainteeulalie,Sainte-Eulalie,50005,979,0,0,#DIV/0!
Saint-Célestin (village),3608042769,saintcelestin,Saint-Célestin,50035,642,0,0,#DIV/0!
Saint-Célestin (municipalité),3608042770,saintcelestin,Saint-Célestin,50035,642,0,0,#DIV/0!
Grand-Saint-Esprit,3608042771,grandsaintesprit,Grand-Saint-Esprit,50065,491,0,0,#DIV/0!
Sainte-Monique,3608042773,saintemonique,Sainte-Monique,50057,514,0,0,#DIV/0!
La Visitation-de-Yamaska,3608042775,lavisitationdeyamaska,La Visitation-de-Yamaska,50085,336,0,0,#DIV/0!
Saint-Zéphirin-de-Courval,3608042776,saintzephirindecourval,Saint-Zéphirin-de-Courval,50090,694,0,0,#DIV/0!
Saint-Elphège,3608042777,saintelphege,Saint-Elphège,50095,272,0,0,#DIV/0!
Baie-du-Febvre,3608042778,baiedufebvre,Baie-du-Febvre,50100,979,0,0,#DIV/0!
Pierreville,3608042779,pierreville,Pierreville,50113,2143,0,0,#DIV/0!
Saint-François-du-Lac,3608042780,saintfrancoisdulac,Saint-François-du-Lac,50128,2011,0,0,#DIV/0!
Deschaillons-sur-Saint-Laurent,3608042833,deschaillonssursaintlaurent,Deschaillons-sur-Saint-Laurent,38070,907,0,0,#DIV/0!
Parisville,3608042834,parisville,Parisville,38055,516,0,0,#DIV/0!
Sainte-Cécile-de-Lévrard,3608042837,saintececiledelevrard,Sainte-Cécile-de-Lévrard,38060,367,0,0,#DIV/0!
Fortierville,3608042838,fortierville,Fortierville,38047,661,0,0,#DIV/0!
Sainte-Françoise,3608042839,saintefrancoise,Sainte-Françoise,38035,447,0,0,#DIV/0!
Sainte-Sophie-de-Lévrard,3608042840,saintesophiedelevrard,Sainte-Sophie-de-Lévrard,38040,730,0,0,#DIV/0!
Sainte-Marie-de-Blandford,3608042841,saintemariedeblandford,Sainte-Marie-de-Blandford,38015,449,0,0,#DIV/0!
Manseau,3608042842,manseau,Manseau,38028,836,0,0,#DIV/0!
Lemieux,3608042843,lemieux,Lemieux,38020,300,0,0,#DIV/0!
Saint-Sylvère,3608042844,saintsylvere,Saint-Sylvère,38005,784,0,0,#DIV/0!
Inverness,3608055268,inverness,Inverness,32058,948,0,0,#DIV/0!
Laurierville,3608055270,laurierville,Laurierville,32072,1335,0,0,#DIV/0!
Saint-Pierre-Baptiste,3608055271,saintpierrebaptiste,Saint-Pierre-Baptiste,32050,573,0,0,#DIV/0!
Sainte-Sophie-d'Halifax,3608055273,saintesophiedhalifax,Sainte-Sophie-d'Halifax,32023,604,0,0,#DIV/0!
Notre-Dame-de-Lourdes,3608055274,notredamedelourdes,Notre-Dame-de-Lourdes,61045,2969,0,0,#DIV/0!
Princeville,3608055277,princeville,Princeville,32033,6356,0,0,#DIV/0!
Villeroy,3608055278,villeroy,Villeroy,32085,467,0,0,#DIV/0!
Sainte-Clotilde-de-Beauce,3608055322,sainteclotildedebeauce,Sainte-Clotilde-de-Beauce,31060,587,0,0,#DIV/0!
East Broughton,3608055323,eastbroughton,East Broughton,31122,2232,0,0,#DIV/0!
Sacré-Coeur-de-Jésus,3608055324,sacrecoeurdejesus,Sacré-Coeur-de-Jésus,31130,549,0,0,#DIV/0!
Adstock,3608055326,adstock,Adstock,31056,3008,0,0,#DIV/0!
Sainte-Praxède,3608055328,saintepraxede,Sainte-Praxède,31050,342,0,0,#DIV/0!
Beaulac-Garthby,3608055332,beaulacgarthby,Beaulac-Garthby,31008,948,0,0,#DIV/0!
Saint-Jacques-de-Leeds,3608055333,saintjacquesdeleeds,Saint-Jacques-de-Leeds,31140,715,0,0,#DIV/0!
Kinnear's Mills,3608055334,kinnearsmills,Kinnear's Mills,31105,393,0,0,#DIV/0!
Saint-Jean-de-Brébeuf,3608055335,saintjeandebrebeuf,Saint-Jean-de-Brébeuf,31100,374,0,0,#DIV/0!
Saint-Adrien-d'Irlande,3608055336,saintadriendirlande,Saint-Adrien-d'Irlande,31095,403,0,0,#DIV/0!
Irlande,3608055337,irlande,Irlande,31040,889,0,0,#DIV/0!
Saint-Julien,3608055338,saintjulien,Saint-Julien,31035,387,0,0,#DIV/0!
Saint-Jacques-le-Majeur-de-Wolfestown,3608055339,saintjacqueslemajeurdewolfestown,Saint-Jacques-le-Majeur-de-Wolfestown,31025,184,0,0,#DIV/0!
Saint-Robert-Bellarmin,3608064411,saintrobertbellarmin,Saint-Robert-Bellarmin,30070,568,0,0,#DIV/0!
Audet,3608064413,audet,Audet,30055,771,0,0,#DIV/0!
Lac-Drolet,3608064414,lacdrolet,Lac-Drolet,30080,1054,0,0,#DIV/0!
Frontenac,3608064415,frontenac,Frontenac,30025,1758,0,0,#DIV/0!
Sainte-Cécile-de-Whitton,3608064417,saintececiledewhitton,Sainte-Cécile-de-Whitton,30050,850,0,0,#DIV/0!
Saint-Sébastien,3608064418,saintsebastien,Saint-Sébastien,30085,651,0,0,#DIV/0!
Piopolis,3608064422,piopolis,Piopolis,30020,351,0,0,#DIV/0!
Marston,3608064423,marston,Marston,30035,776,0,0,#DIV/0!
Nantes,3608064424,nantes,Nantes,30045,1434,0,0,#DIV/0!
Saint-Romain,3608064425,saintromain,Saint-Romain,30100,713,0,0,#DIV/0!
Stornoway,3608064426,stornoway,Stornoway,30105,527,0,0,#DIV/0!
Val-Racine,3608064428,valracine,Val-Racine,30015,167,0,0,#DIV/0!
Saint-Simon-les-Mines,3608089940,saintsimonlesmines,Saint-Simon-les-Mines,29125,598,0,0,#DIV/0!
Notre-Dame-des-Pins,3608089941,notredamedespins,Notre-Dame-des-Pins,29120,1761,0,0,#DIV/0!
Saint-Philibert,3608089942,saintphilibert,Saint-Philibert,29065,348,0,0,#DIV/0!
Saint-Côme–Linière,3608089944,saintcomeliniere,Saint-Côme--Linière,29057,3343,0,0,#DIV/0!
Saint-René,3608089945,saintrene,Saint-René,29050,799,0,0,#DIV/0!
Lac-Poulin,3608089946,lacpoulin,Lac-Poulin,29095,149,0,0,#DIV/0!
Saint-Benoît-Labre,3608089947,saintbenoitlabre,Saint-Benoît-Labre,29100,1619,0,0,#DIV/0!
Saint-Martin,3608089948,saintmartin,Saint-Martin,29045,2589,0,0,#DIV/0!
Saint-Théophile,3608089949,sainttheophile,Saint-Théophile,29005,703,0,0,#DIV/0!
Saint-Honoré-de-Shenley,3608089950,sainthonoredeshenley,Saint-Honoré-de-Shenley,29038,1521,0,0,#DIV/0!
Saint-Gédéon-de-Beauce,3608089951,saintgedeondebeauce,Saint-Gédéon-de-Beauce,29013,2129,0,0,#DIV/0!
Saint-Hilaire-de-Dorset,3608089952,sainthilairededorset,Saint-Hilaire-de-Dorset,29020,101,0,0,#DIV/0!
La Guadeloupe,3608089954,laguadeloupe,La Guadeloupe,29030,1774,0,0,#DIV/0!
Saint-Odilon-de-Cranbourne,3608090028,saintodilondecranbourne,Saint-Odilon-de-Cranbourne,27035,1384,0,0,#DIV/0!
Saint-Joseph-de-Beauce,3608090029,saintjosephdebeauce,Saint-Joseph-de-Beauce,27043,4915,0,0,#DIV/0!
Vallée-Jonction,3608090030,valleejonction,Vallée-Jonction,26015,1862,0,0,#DIV/0!
Saint-Joseph-des-Érables,3608090031,saintjosephdeserables,Saint-Joseph-des-Érables,27050,414,0,0,#DIV/0!
Saint-Alfred,3608090033,saintalfred,Saint-Alfred,27015,545,0,0,#DIV/0!
Saint-Victor,3608090034,saintvictor,Saint-Victor,27008,2442,0,0,#DIV/0!
Saint-Jules,3608090035,saintjules,Saint-Jules,27055,540,0,0,#DIV/0!
Tring-Jonction,3608090036,tringjonction,Tring-Jonction,27060,1422,0,0,#DIV/0!
Saint-Frédéric,3608090037,saintfrederic,Saint-Frédéric,27065,1058,0,0,#DIV/0!
Saint-Séverin,3608090038,saintseverin,Saint-Séverin,27070,276,0,0,#DIV/0!
Saint-François-de-l'Île-d'Orléans,3608099227,saintfrancoisdeliledorleans,Saint-François-de-l'Île-d'Orléans,20005,552,0,0,#DIV/0!
Lac-Nilgaut,3608106705,lacnilgaut,Lac-Nilgaut,84902,5,0,0,#DIV/0!
Lac-Pythonga,3608106706,lacpythonga,Lac-Pythonga,83902,2,0,0,#DIV/0!
Lac-Despinassy,3608107216,lacdespinassy,Lac-Despinassy,88902,10,0,0,#DIV/0!
Saint-Antoine-de-Tilly,3608110655,saintantoinedetilly,Saint-Antoine-de-Tilly,33095,1729,0,0,#DIV/0!
Sainte-Croix,3608110656,saintecroix,Sainte-Croix,33102,2546,0,0,#DIV/0!
Notre-Dame-du-Sacré-Coeur-d'Issoudun,3608110657,notredamedusacrecoeurdissoudun,Notre-Dame-du-Sacré-Coeur-d'Issoudun,33085,879,0,0,#DIV/0!
Saint-Agapit,3608110659,saintagapit,Saint-Agapit,33045,4605,0,0,#DIV/0!
Saint-Gilles,3608110660,saintgilles,Saint-Gilles,33035,2786,0,0,#DIV/0!
Laurier-Station,3608110661,laurierstation,Laurier-Station,33060,2601,0,0,#DIV/0!
Saint-Flavien,3608110662,saintflavien,Saint-Flavien,33052,1596,0,0,#DIV/0!
Lotbinière,3608110664,lotbiniere,Lotbinière,33115,830,0,0,#DIV/0!
Saint-Édouard-de-Lotbinière,3608110665,saintedouarddelotbiniere,Saint-Édouard-de-Lotbinière,33080,1216,0,0,#DIV/0!
Leclercville,3608110666,leclercville,Leclercville,33123,479,0,0,#DIV/0!
Saint-Janvier-de-Joly,3608110667,saintjanvierdejoly,Saint-Janvier-de-Joly,33065,1078,0,0,#DIV/0!
Val-Alain,3608110668,valalain,Val-Alain,33070,985,0,0,#DIV/0!
Saint-Narcisse-de-Beaurivage,3608110669,saintnarcissedebeaurivage,Saint-Narcisse-de-Beaurivage,33030,1126,0,0,#DIV/0!
Saint-Patrice-de-Beaurivage,3608110670,saintpatricedebeaurivage,Saint-Patrice-de-Beaurivage,33025,1050,0,0,#DIV/0!
Saint-Sylvestre,3608110672,saintsylvestre,Saint-Sylvestre,33007,1033,0,0,#DIV/0!
Saint-Alban,3608114649,saintalban,Saint-Alban,34097,1224,0,0,#DIV/0!
Sainte-Christine-d'Auvergne,3608114650,saintechristinedauvergne,Sainte-Christine-d'Auvergne,34105,598,0,0,#DIV/0!
Lac-Sergent,3608114651,lacsergent,Lac-Sergent,34120,526,0,0,#DIV/0!
Saint-Léonard-de-Portneuf,3608114653,saintleonarddeportneuf,Saint-Léonard-de-Portneuf,34115,1171,0,0,#DIV/0!
Rivière-à-Pierre,3608114654,riviereapierre,Rivière-à-Pierre,34135,557,0,0,#DIV/0!
Chibougamau,3608118158,chibougamau,Chibougamau,99025,7321,0,0,#DIV/0!
Saint-André-de-Kamouraska,3608120202,saintandredekamouraska,Saint-André-de-Kamouraska,14040,689,0,0,#DIV/0!
Saint-Germain-de-Kamouraska,3608120203,saintgermaindekamouraska,Saint-Germain-de-Kamouraska,14045,293,0,0,#DIV/0!
