nom,id,nom,match,"﻿""mcode"""
Notre-Dame-du-Sacré-Coeur-d'Issoudun,3608110657,notredamedusacrecoeurdissoudun,Notre-Dame-du-Sacré-Coeur-d'Issoudun,33085
Saint-Apollinaire,3608110658,saintapollinaire,Saint-Apollinaire,33090
Saint-Agapit,3608110659,saintagapit,Saint-Agapit,33045
Saint-Gilles,3608110660,saintgilles,Saint-Gilles,33035
Laurier-Station,3608110661,laurierstation,Laurier-Station,33060
Saint-Flavien,3608110662,saintflavien,Saint-Flavien,33052
Dosquet,3608110663,dosquet,Dosquet,33040
Lotbinière,3608110664,lotbiniere,Lotbinière,33115
Saint-Édouard-de-Lotbinière,3608110665,saintedouarddelotbiniere,Saint-Édouard-de-Lotbinière,33080
Leclercville,3608110666,leclercville,Leclercville,33123
Saint-Janvier-de-Joly,3608110667,saintjanvierdejoly,Saint-Janvier-de-Joly,33065
Val-Alain,3608110668,valalain,Val-Alain,33070
Saint-Narcisse-de-Beaurivage,3608110669,saintnarcissedebeaurivage,Saint-Narcisse-de-Beaurivage,33030
Saint-Patrice-de-Beaurivage,3608110670,saintpatricedebeaurivage,Saint-Patrice-de-Beaurivage,33025
Sainte-Agathe-de-Lotbinière,3608110671,sainteagathedelotbiniere,Sainte-Agathe-de-Lotbinière,33017
Saint-Sylvestre,3608110672,saintsylvestre,Saint-Sylvestre,33007
Saint-Alban,3608114649,saintalban,Saint-Alban,34097
Sainte-Christine-d'Auvergne,3608114650,saintechristinedauvergne,Sainte-Christine-d'Auvergne,34105
Lac-Sergent,3608114651,lacsergent,Lac-Sergent,34120
Saint-Raymond,3608114652,saintraymond,Saint-Raymond,34128
Saint-Léonard-de-Portneuf,3608114653,saintleonarddeportneuf,Saint-Léonard-de-Portneuf,34115
Rivière-à-Pierre,3608114654,riviereapierre,Rivière-à-Pierre,34135
Lac-Lapeyrere,3608114655,laclapeyrere,Lac-Lapeyrère,34906
Linton,3608114656,linton,Linton,34904
Lac-Blanc,3608114657,lacblanc,Lac-Blanc,34902
Lac-Croche,3608114658,laccroche,Lac-Croche,22902
Lac-Jacques-Cartier,3608114659,lacjacquescartier,Lac-Jacques-Cartier,21904
Chibougamau,3608118158,chibougamau,Chibougamau,99025
Saint-André-de-Kamouraska,3608120202,saintandredekamouraska,Saint-André-de-Kamouraska,14040
Saint-Germain-de-Kamouraska,3608120203,saintgermaindekamouraska,Saint-Germain-de-Kamouraska,14045
Kamouraska,3608120204,kamouraska,Kamouraska,14050
Saint-Denis-De La Bouteillerie,3608120205,saintdenisdelabouteillerie,Saint-Denis-De La Bouteillerie,14055
Rivière-Ouelle,3608120206,riviereouelle,Rivière-Ouelle,14065
La Pocatière,3608120207,lapocatiere,La Pocatière,14085
Sainte-Anne-de-la-Pocatière,3608120208,sainteannedelapocatiere,Sainte-Anne-de-la-Pocatière,14090
Saint-Onésime-d'Ixworth,3608120209,saintonesimedixworth,Saint-Onésime-d'Ixworth,14080
Petit-Lac-Sainte-Anne,3608120210,petitlacsainteanne,Petit-Lac-Sainte-Anne,14904
Saint-André-du-Lac-Saint-Jean,3608134378,saintandredulacsaintjean,Saint-André-du-Lac-Saint-Jean,91010
La Trinité-des-Monts,3608138184,latrinitedesmonts,La Trinité-des-Monts,10010
Esprit-Saint,3608138185,espritsaint,Esprit-Saint,10005
Lac-Huron,3608138186,lachuron,Lac-Huron,10902
Saint-Eugène-de-Ladrière,3608138187,sainteugenedeladriere,Saint-Eugène-de-Ladrière,10075
Saint-Valérien,3608138188,saintvalerien,Saint-Valérien,10060
Saint-Narcisse-de-Rimouski,3608138189,saintnarcissederimouski,Saint-Narcisse-de-Rimouski,10015
Saint-Anaclet-de-Lessard,3608138190,saintanacletdelessard,Saint-Anaclet-de-Lessard,10030
Saint-Marcellin,3608138191,saintmarcellin,Saint-Marcellin,10025
Saint-Fabien,3608138192,saintfabien,Saint-Fabien,10070
Rimouski,3608138193,rimouski,Rimouski,10043
Petit-Mécatina,3608145537,petitmecatina,Petit-Mécatina,98912
Lac-Jérôme,3608146388,lacjerome,Lac-Jérôme,98904
Sault-au-Cochon,3608146885,saultaucochon,Sault-au-Cochon,21902
Mont-Élie,3608147782,montelie,Mont-Élie,15902
Sagard,3608147783,sagard,Sagard,15904
Routhierville,3608150455,routhierville,Routhierville,7902
Saint-Vianney,3608150456,saintvianney,Saint-Vianney,7075
Saint-Tharcisius,3608150929,sainttharcisius,Saint-Tharcisius,7070
Saint-Alexandre-des-Lacs,3608150930,saintalexandredeslacs,Saint-Alexandre-des-Lacs,7065
Sainte-Marguerite-Marie,3608150931,saintemargueritemarie,Sainte-Marguerite-Marie,7005
Causapscal,3608150932,causapscal,Causapscal,7018
Lac-Casault,3608150933,laccasault,Lac-Casault,7908
Ruisseau-des-Mineurs,3608150934,ruisseaudesmineurs,Ruisseau-des-Mineurs,7910
Coulée-des-Adolphe,3608154702,couleedesadolphe,Coulée-des-Adolphe,4904
Cap-Chat,3608154704,capchat,Cap-Chat,4047
Larouche,3608158183,larouche,Larouche,94265
Saguenay,3608158186,saguenay,Saguenay,94068
Saint-Ludger-de-Milot,3608160414,saintludgerdemilot,Saint-Ludger-de-Milot,93080
La Doré,3608160415,ladore,La Doré,91050
Saint-Félicien,3608160416,saintfelicien,Saint-Félicien,91042
Normandin,3608160417,normandin,Normandin,92040
Lac-Ashuapmushuan,3608160418,lacashuapmushuan,Lac-Ashuapmushuan,91902
Rivière-Mistassini,3608160420,rivieremistassini,Rivière-Mistassini,92904
Lac-Bouchette,3608160578,lacbouchette,Lac-Bouchette,91005
Roberval,3608160826,roberval,Roberval,91025
Saint-Prime,3608160827,saintprime,Saint-Prime,91035
Rivière-Ojima,3608161442,riviereojima,Rivière-Ojima,87904
Réservoir-Dozois,3608161780,reservoirdozois,Réservoir-Dozois,89910
Ville-Marie,3608163999,villemarie,Ville-Marie,85025
Sainte-Marguerite,3608164172,saintemarguerite,Sainte-Marguerite,26035
Lévis,3608164410,levis,Lévis,25213
Sainte-Hedwidge,3608164878,saintehedwidge,Sainte-Hedwidge,91030
Saint-François-de-Sales,3608164879,saintfrancoisdesales,Saint-François-de-Sales,91015
Chambord,3608164880,chambord,Chambord,91020
Notre-Dame-du-Portage,3608166514,notredameduportage,Notre-Dame-du-Portage,12080
Picard,3608166516,picard,Picard,14902
Frampton,3608180107,frampton,Frampton,26005
Saints-Anges,3608180108,saintsanges,Saints-Anges,26010
Sainte-Marie,3608180109,saintemarie,Sainte-Marie,26030
Saint-Elzéar,3608180110,saintelzear,Saint-Elzéar,5050
Scott,3608180112,scott,Scott,26048
Sainte-Hénédine,3608180113,saintehenedine,Sainte-Hénédine,26040
Saint-Isidore,3608180114,saintisidore,Saint-Isidore,67040
Saint-Bernard,3608180115,saintbernard,Saint-Bernard,26055
Saint-Lambert-de-Lauzon,3608180116,saintlambertdelauzon,Saint-Lambert-de-Lauzon,26070
Armagh,3608180267,armagh,Armagh,19037
Saint-Nérée-de-Bellechasse,3608180268,saintnereedebellechasse,Saint-Nérée-de-Bellechasse,19045
Saint-Raphaël,3608180269,saintraphael,Saint-Raphaël,19082
La Durantaye,3608180270,ladurantaye,La Durantaye,19090
Saint-Vallier,3608180271,saintvallier,Saint-Vallier,19117
Saint-Michel-de-Bellechasse,3608180272,saintmicheldebellechasse,Saint-Michel-de-Bellechasse,19110
Beaumont,3608180273,beaumont,Beaumont,19105
Saint-Charles-de-Bellechasse,3608180274,saintcharlesdebellechasse,Saint-Charles-de-Bellechasse,19097
Saint-Gervais,3608180275,saintgervais,Saint-Gervais,19075
Saint-Lazare-de-Bellechasse,3608180276,saintlazaredebellechasse,Saint-Lazare-de-Bellechasse,19050
Saint-Damien-de-Buckland,3608180277,saintdamiendebuckland,Saint-Damien-de-Buckland,19030
Saint-Philémon,3608180278,saintphilemon,Saint-Philémon,19005
Notre-Dame-Auxiliatrice-de-Buckland,3608180279,notredameauxiliatricedebuckland,Notre-Dame-Auxiliatrice-de-Buckland,19010
Honfleur,3608180280,honfleur,Honfleur,19070
Saint-Nazaire-de-Dorchester,3608180281,saintnazairededorchester,Saint-Nazaire-de-Dorchester,19015
Saint-Léon-de-Standon,3608180282,saintleondestandon,Saint-Léon-de-Standon,19020
Saint-Malachie,3608180283,saintmalachie,Saint-Malachie,19025
Sainte-Claire,3608180284,sainteclaire,Sainte-Claire,19055
Saint-Anselme,3608180285,saintanselme,Saint-Anselme,19062
Saint-Henri,3608180286,sainthenri,Saint-Henri,19068
Berthier-sur-Mer,3608188523,berthiersurmer,Berthier-sur-Mer,18065
Saint-Antoine-de-l'Isle-aux-Grues,3608188524,saintantoinedelisleauxgrues,Saint-Antoine-de-l'Isle-aux-Grues,18070
Montmagny,3608188525,montmagny,Montmagny,18050
Cap-Saint-Ignace,3608188526,capsaintignace,Cap-Saint-Ignace,18045
L'Islet,3608188527,lislet,L'Islet,17078
Saint-Roch-des-Aulnaies,3608188529,saintrochdesaulnaies,Saint-Roch-des-Aulnaies,17065
Saint-Jean-Port-Joli,3608188530,saintjeanportjoli,Saint-Jean-Port-Joli,17070
Rivière-du-Loup,3608189523,riviereduloup,Rivière-du-Loup,12072
Saint-Alexandre-de-Kamouraska,3608189524,saintalexandredekamouraska,Saint-Alexandre-de-Kamouraska,14035
Sainte-Hélène-de-Kamouraska,3608189525,saintehelenedekamouraska,Sainte-Hélène-de-Kamouraska,14025
Saint-Joseph-de-Kamouraska,3608189526,saintjosephdekamouraska,Saint-Joseph-de-Kamouraska,14030
Tourville,3608189527,tourville,Tourville,17035
Notre-Dame-du-Rosaire,3608189528,notredamedurosaire,Notre-Dame-du-Rosaire,18040
Sainte-Euphémie-sur-Rivière-du-Sud,3608189529,sainteeuphemiesurrivieredusud,Sainte-Euphémie-sur-Rivière-du-Sud,18035
Saint-Pierre-de-la-Rivière-du-Sud,3608189530,saintpierredelarivieredusud,Saint-Pierre-de-la-Rivière-du-Sud,18055
Saint-François-de-la-Rivière-du-Sud,3608189531,saintfrancoisdelarivieredusud,Saint-François-de-la-Rivière-du-Sud,18060
Saint-Damase-de-l'Islet,3608189532,saintdamasedelislet,Saint-Damase-de-L'Islet,17040
Sainte-Louise,3608189533,saintelouise,Sainte-Louise,17060
Saint-Aubert,3608189534,saintaubert,Saint-Aubert,17055
Saint-Cyrille-de-Lessard,3608189535,saintcyrilledelessard,Saint-Cyrille-de-Lessard,17045
Saint-Camille-de-Lellis,3608191113,saintcamilledelellis,Saint-Camille-de-Lellis,28070
Saint-Cyprien,3608191114,saintcyprien,Saint-Cyprien,28040
Saint-Louis-de-Gonzague,3608191115,saintlouisdegonzague,Saint-Louis-de-Gonzague,28035
Sainte-Aurélie,3608191116,sainteaurelie,Sainte-Aurélie,28015
Saint-Zacharie,3608191117,saintzacharie,Saint-Zacharie,28005
Saint-Fabien-de-Panet,3608194984,saintfabiendepanet,Saint-Fabien-de-Panet,18015
Saint-Paul-de-Montminy,3608194985,saintpauldemontminy,Saint-Paul-de-Montminy,18030
Sainte-Apolline-de-Patton,3608195805,sainteapollinedepatton,Sainte-Apolline-de-Patton,18025
Saint-Marcel,3608195806,saintmarcel,Saint-Marcel,17020
Lac-Etchemin,3608199036,lacetchemin,Lac-Etchemin,28053
Sainte-Justine,3608199037,saintejustine,Sainte-Justine,28045
Saint-Luc-de-Bellechasse,3608199038,saintlucdebellechasse,Saint-Luc-de-Bellechasse,28060
Sainte-Sabine,3608199039,saintesabine,Sainte-Sabine,46105
Saint-Magloire,3608199040,saintmagloire,Saint-Magloire,28075
Sainte-Lucie-de-Beauregard,3608201830,sainteluciedebeauregard,Sainte-Lucie-de-Beauregard,18020
Sainte-Félicité,3608201831,saintefelicite,Sainte-Félicité,17025
Sainte-Perpétue,3608201832,sainteperpetue,Sainte-Perpétue,50050
Saint-Prosper,3608201833,saintprosper,Saint-Prosper,28020
Sainte-Rose-de-Watford,3608201834,sainterosedewatford,Sainte-Rose-de-Watford,28030
Saint-Benjamin,3608201835,saintbenjamin,Saint-Benjamin,28025
Donnacona,3608205571,donnacona,Donnacona,34025
Pont-Rouge,3608205572,pontrouge,Pont-Rouge,34017
Neuville,3608205573,neuville,Neuville,34007
Saint-Omer,3608216424,saintomer,Saint-Omer,17005
Saint-Pamphile,3608216425,saintpamphile,Saint-Pamphile,17010
Saint-Adalbert,3608216426,saintadalbert,Saint-Adalbert,17015
Lac-Frontière,3608216427,lacfrontiere,Lac-Frontière,18010
Saint-Just-de-Bretenières,3608216428,saintjustdebretenieres,Saint-Just-de-Bretenières,18005
Mont-Carmel,3608217847,montcarmel,Mont-Carmel,14005
Saint-Pacôme,3608217848,saintpacome,Saint-Pacôme,14070
Saint-Gabriel-Lalemant,3608217849,saintgabriellalemant,Saint-Gabriel-Lalemant,14075
Essipit innuat / Innus Essipit,3608218645,innusessipit,#N/A,#N/A
Saint-Philippe-de-Néri,3608223958,saintphilippedeneri,Saint-Philippe-de-Néri,14060
Saint-Antonin,3608223959,saintantonin,Saint-Antonin,12015
Saint-Modeste,3608223960,saintmodeste,Saint-Modeste,12020
Pohénégamook,3608223961,pohenegamook,Pohénégamook,13095
Saint-Athanase,3608223962,saintathanase,Saint-Athanase,13100
Saint-Bruno-de-Kamouraska,3608223963,saintbrunodekamouraska,Saint-Bruno-de-Kamouraska,14010
Saint-Pascal,3608223964,saintpascal,Saint-Pascal,14018
Saint-Donat,3608226225,saintdonat,Saint-Donat,62060
Sainte-Luce,3608226226,sainteluce,Sainte-Luce,9092
Cacouna,3608227654,cacouna,Cacouna,12057
Saint-Arsène,3608227655,saintarsene,Saint-Arsène,12065
Saint-Épiphane,3608227656,saintepiphane,Saint-Épiphane,12030
Saint-François-Xavier-de-Viger,3608227657,saintfrancoisxavierdeviger,Saint-François-Xavier-de-Viger,12025
Saint-Hubert-de-Rivière-du-Loup,3608227658,sainthubertderiviereduloup,Saint-Hubert-de-Rivière-du-Loup,12010
Saint-Honoré-de-Témiscouata,3608228145,sainthonoredetemiscouata,Saint-Honoré-de-Témiscouata,13090
L'Isle-Verte,3608228146,lisleverte,L'Isle-Verte,12043
Notre-Dame-des-Sept-Douleurs,3608228147,notredamedesseptdouleurs,Notre-Dame-des-Sept-Douleurs,12045
Saint-Jean-de-Dieu,3608228418,saintjeandedieu,Saint-Jean-de-Dieu,11010
Sainte-Rita,3608228419,sainterita,Sainte-Rita,11015
Sainte-Françoise,3608228421,saintefrancoise,Sainte-Françoise,38035
Notre-Dame-des-Neiges,3608228422,notredamedesneiges,Notre-Dame-des-Neiges,11045
Saint-Éloi,3608228423,sainteloi,Saint-Éloi,11035
Saint-Clément,3608228424,saintclement,Saint-Clément,11005
Saint-Paul-de-la-Croix,3608228425,saintpauldelacroix,Saint-Paul-de-la-Croix,12035
Trois-Pistoles,3608228426,troispistoles,Trois-Pistoles,11040
Saint-Michel-du-Squatec,3608228985,saintmicheldusquatec,Saint-Michel-du-Squatec,13065
Saint-Cyprien,3608228986,saintcyprien,Saint-Cyprien,28040
Témiscouata-sur-le-Lac,3608228987,temiscouatasurlelac,Témiscouata-sur-le-Lac,13073
Saint-Elzéar-de-Témiscouata,3608228988,saintelzeardetemiscouata,Saint-Elzéar-de-Témiscouata,13085
Saint-Pierre-de-Lamy,3608228989,saintpierredelamy,Saint-Pierre-de-Lamy,13075
Saint-Louis-du-Ha! Ha!,3608228990,saintlouisduhaha,Saint-Louis-du-Ha! Ha!,13080
Saint-Médard,3608228991,saintmedard,Saint-Médard,11025
Saint-Guy,3608228992,saintguy,#N/A,#N/A
Lac-Boisbouscache,3608228993,lacboisbouscache,Lac-Boisbouscache,11902
Saint-Mathieu-de-Rioux,3608228994,saintmathieuderioux,Saint-Mathieu-de-Rioux,11050
Saint-Simon-de-Rimouski,3608228995,saintsimonderimouski,Saint-Simon-de-Rimouski,11055
Métis-sur-Mer,3608232989,metissurmer,Métis-sur-Mer,9048
Grand-Métis,3608232990,grandmetis,Grand-Métis,9060
Mont-Joli,3608232991,montjoli,Mont-Joli,9077
Sainte-Flavie,3608232992,sainteflavie,Sainte-Flavie,9085
Price,3608232993,price,Price,9065
Saint-Octave-de-Métis,3608234650,saintoctavedemetis,Saint-Octave-de-Métis,9055
Saint-Joseph-de-Lepage,3608234651,saintjosephdelepage,Saint-Joseph-de-Lepage,9070
Saint-Damase,3608234681,saintdamase,Saint-Damase,7105
Padoue,3608234682,padoue,Padoue,9040
Sainte-Angèle-de-Mérici,3608234683,sainteangeledemerici,Sainte-Angèle-de-Mérici,9035
Saint-Gabriel-de-Rimouski,3608234684,saintgabrielderimouski,Saint-Gabriel-de-Rimouski,9025
Biencourt,3608234773,biencourt,Biencourt,13055
Gaspé,3608237761,gaspe,Gaspé,3005
Percé,3608237764,perce,Percé,2005
Grande-Vallée,3608237873,grandevallee,Grande-Vallée,3020
Petite-Vallée,3608237874,petitevallee,Petite-Vallée,3015
Cloridorme,3608237875,cloridorme,Cloridorme,3010
Rivière-Saint-Jean,3608237876,rivieresaintjean,Rivière-Saint-Jean,98050
Sainte-Madeleine-de-la-Rivière-Madeleine,3608237926,saintemadeleinedelarivieremadeleine,Sainte-Madeleine-de-la-Rivière-Madeleine,4005
Rivière-à-Claude,3608240793,riviereaclaude,Rivière-à-Claude,4020
Mont-Saint-Pierre,3608240794,montsaintpierre,Mont-Saint-Pierre,4015
Saint-Maxime-du-Mont-Louis,3608240795,saintmaximedumontlouis,Saint-Maxime-du-Mont-Louis,4010
Mont-Albert,3608240888,montalbert,Mont-Albert,4902
Sainte-Anne-des-Monts,3608240889,sainteannedesmonts,Sainte-Anne-des-Monts,4037
La Martre,3608240890,lamartre,La Martre,4030
Marsoui,3608240891,marsoui,Marsoui,4025
Lejeune,3608241002,lejeune,Lejeune,13050
Murdochville,3608242523,murdochville,Murdochville,3025
Saint-Juste-du-Lac,3608244469,saintjustedulac,Saint-Juste-du-Lac,13040
Auclair,3608244470,auclair,Auclair,13045
Dégelis,3608244471,degelis,Dégelis,13005
Grande-Rivière,3608244714,granderiviere,Grande-Rivière,2015
Sainte-Thérèse-de-Gaspé,3608244715,saintetheresedegaspe,Sainte-Thérèse-de-Gaspé,2010
Rivière-Bleue,3608244716,rivierebleue,Rivière-Bleue,13025
Saint-Marc-du-Lac-Long,3608244717,saintmarcdulaclong,Saint-Marc-du-Lac-Long,13020
Saint-Jean-de-la-Lande,3608244718,saintjeandelalande,Saint-Jean-de-la-Lande,13010
Packington,3608244719,packington,Packington,13015
Saint-Eusèbe,3608244720,sainteusebe,Saint-Eusèbe,13030
Sainte-Jeanne-d'Arc,3608262620,saintejeannedarc,Sainte-Jeanne-d'Arc,92015
Saint-Moïse,3608262621,saintmoise,Saint-Moïse,7095
Saint-Noël,3608262622,saintnoel,Saint-Noël,7100
Val-Brillant,3608262623,valbrillant,Val-Brillant,7080
Sayabec,3608262624,sayabec,Sayabec,7085
Lac-Matapédia,3608262625,lacmatapedia,Lac-Matapédia,7914
Lac-au-Saumon,3608262627,lacausaumon,Lac-au-Saumon,7057
Amqui,3608262628,amqui,Amqui,7047
La Rédemption,3608264390,laredemption,La Rédemption,9005
Saint-Cléophas,3608264391,saintcleophas,Saint-Cléophas,7090
Sainte-Florence,3608265747,sainteflorence,Sainte-Florence,7010
Albertville,3608265748,albertville,Albertville,7025
Les Hauteurs,3608268165,leshauteurs,Les Hauteurs,9015
Rivière-Vaseuse,3608268166,rivierevaseuse,Rivière-Vaseuse,7904
Saint-Zénon-du-Lac-Humqui,3608268167,saintzenondulachumqui,Saint-Zénon-du-Lac-Humqui,7035
Lac-Alfred,3608268168,lacalfred,Lac-Alfred,7912
Saint-Léon-le-Grand,3608268169,saintleonlegrand,Saint-Léon-le-Grand,7030
Sainte-Irène,3608268170,sainteirene,Sainte-Irène,7040
Saint-Charles-Garnier,3608268275,saintcharlesgarnier,Saint-Charles-Garnier,9010
Port-Daniel-Gascons,3608271756,portdanielgascons,Port-Daniel--Gascons,2047
Paspébiac,3608271757,paspebiac,Paspébiac,5032
New Carlisle,3608271758,newcarlisle,New Carlisle,5040
Bonaventure,3608271759,bonaventure,Bonaventure,5045
Saint-Siméon,3608271760,saintsimeon,Saint-Siméon,15058
Caplan,3608271761,caplan,Caplan,5060
New Richmond,3608271762,newrichmond,New Richmond,5070
Escuminac,3608271763,escuminac,Escuminac,6025
Nouvelle,3608271764,nouvelle,Nouvelle,6020
Carleton-sur-Mer,3608271765,carletonsurmer,Carleton-sur-Mer,6013
Gesgapegiag,3608271766,gesgapegiag,Gesgapegiag,6802
Maria,3608271767,maria,Maria,6005
Saint-François-d'Assise,3608271768,saintfrancoisdassise,Saint-François-d'Assise,6055
L'Ascension-de-Patapédia,3608271769,lascensiondepatapedia,L'Ascension-de-Patapédia,6060
Ruisseau-Ferguson,3608271770,ruisseauferguson,Ruisseau-Ferguson,6904
Rivière-Patapédia-Est,3608271771,rivierepatapediaest,Rivière-Patapédia-Est,7906
Lac-des-Eaux-Mortes,3608271772,lacdeseauxmortes,Lac-des-Eaux-Mortes,9902
Lac-à-la-Croix,3608271773,lacalacroix,Lac-à-la-Croix,9904
Mont-Alexandre,3608271774,montalexandre,Mont-Alexandre,2902
Cascapédia-Saint-Jules,3608271775,cascapediasaintjules,Cascapédia--Saint-Jules,5077
Chandler,3608271776,chandler,Chandler,2028
Pointe-à-la-Croix,3608274884,pointealacroix,Pointe-à-la-Croix,6030
Saint-André-de-Restigouche,3608274885,saintandrederestigouche,Saint-André-de-Restigouche,6040
Saint-Alexis-de-Matapédia,3608274886,saintalexisdematapedia,Saint-Alexis-de-Matapédia,6050
Matapédia,3608274887,matapedia,Matapédia,6045
Ristigouche-Partie-Sud-Est,3608274888,ristigouchepartiesudest,#N/A,#N/A
Hope,3608276145,hope,Hope,5025
Hope Town,3608276146,hopetown,Hope Town,5020
Saint-Godefroi,3608276147,saintgodefroi,Saint-Godefroi,5015
Shigawake,3608276148,shigawake,Shigawake,5010
Portneuf,3608277021,portneuf,Portneuf,34048
Saint-Basile,3608277027,saintbasile,Saint-Basile,34038
Cap-Santé,3608277031,capsante,Cap-Santé,34030
Deschambault-Grondines,3608277335,deschambaultgrondines,Deschambault-Grondines,34058
Saint-Prosper-de-Champlain,3608277354,saintprosperdechamplain,Saint-Prosper-de-Champlain,37250
Sainte-Anne-de-la-Pérade,3608277355,sainteannedelaperade,Sainte-Anne-de-la-Pérade,37205
Saint-Marc-des-Carrières,3608277356,saintmarcdescarrieres,Saint-Marc-des-Carrières,34065
Saint-Gilbert,3608277357,saintgilbert,Saint-Gilbert,34060
Saint-Casimir,3608279175,saintcasimir,Saint-Casimir,34078
Saint-Thuribe,3608279176,saintthuribe,Saint-Thuribe,34085
Saint-Ubalde,3608279177,saintubalde,Saint-Ubalde,34090
L'Anse-Saint-Jean,3608279999,lansesaintjean,L'Anse-Saint-Jean,94210
Petit-Saguenay,3608280001,petitsaguenay,Petit-Saguenay,94205
Saint-Félix-d'Otis,3608280062,saintfelixdotis,Saint-Félix-d'Otis,94225
Rivière-Éternité,3608280063,riviereeternite,Rivière-Éternité,94215
Ferland-et-Boilleau,3608280192,ferlandetboilleau,Ferland-et-Boilleau,94220
Lac-au-Brochet,3608281747,lacaubrochet,Lac-au-Brochet,95902
Rivière-aux-Outardes,3608281748,riviereauxoutardes,Rivière-aux-Outardes,96902
Mont-Valin,3608281749,montvalin,Mont-Valin,94930
Passes-Dangereuses,3608282142,passesdangereuses,Passes-Dangereuses,92902
Caniapiscau,3608282723,caniapiscau,Caniapiscau,97908
Rivière-Mouchalagane,3608282724,rivieremouchalagane,Rivière-Mouchalagane,97906
Lac-Walker,3608282725,lacwalker,Lac-Walker,97904
Rivière-Nipissis,3608282726,rivierenipissis,Rivière-Nipissis,97902
Baie-Obaoca,3608292643,baieobaoca,Baie-Obaoca,62918
Baie-Atibenne,3608292716,baieatibenne,Baie-Atibenne,62920
Lac-du-Taureau,3608292783,lacdutaureau,Lac-du-Taureau,62922
Lac-Devenyns,3608293311,lacdevenyns,Lac-Devenyns,62904
Lac-Minaki,3608293394,lacminaki,Lac-Minaki,62902
Lac-Matawin,3608293523,lacmatawin,Lac-Matawin,62908
Lac-Santé,3608293607,lacsante,Lac-Santé,62916
Lac-des-Dix-Milles,3608293608,lacdesdixmilles,Lac-des-Dix-Milles,62914
Lac-Legendre,3608293609,laclegendre,Lac-Legendre,62910
Saint-Guillaume-Nord,3608293750,saintguillaumenord,Saint-Guillaume-Nord,62912
Lac-Wagwabika,3608294675,lacwagwabika,Lac-Wagwabika,79906
Lac-Cabasta,3608294694,laccabasta,Lac-Cabasta,62919
Baie-de-la-Bouteille,3608294984,baiedelabouteille,Baie-de-la-Bouteille,62906
L'Épiphanie,3608325030,lepiphanie,L'Épiphanie,60037
Fort-Coulonge,3608353638,fortcoulonge,Fort-Coulonge,84060
Shawville,3608353789,shawville,Shawville,84010
Lac-Chicobi,3608359838,lacchicobi,Lac-Chicobi,88904
La Reine,3608362516,lareine,La Reine,87080
Saint-Lambert,3608362517,saintlambert,Saint-Lambert,58012
Normétal,3608362518,normetal,Normétal,87115
La Sarre,3608363564,lasarre,La Sarre,87090
Chazel,3608363565,chazel,Chazel,87095
Val-Saint-Gilles,3608363566,valsaintgilles,Val-Saint-Gilles,87105
Sainte-Hélène-de-Mancebourg,3608363567,saintehelenedemancebourg,Sainte-Hélène-de-Mancebourg,87070
Clermont,3608363568,clermont,Clermont,87110
Clerval,3608363569,clerval,Clerval,87075
Dupuy,3608363570,dupuy,Dupuy,87085
Macamic,3608363974,macamic,Macamic,87058
Laforce,3608364603,laforce,Laforce,85070
Moffet,3608364634,moffet,Moffet,85075
Lac-Granet,3608364665,lacgranet,Lac-Granet,89912
Laverlochère-Angliers,3608364714,laverlochereangliers,Laverlochère-Angliers,85052
Rémigny,3608364749,remigny,Rémigny,85105
Guérin,3608364810,guerin,Guérin,85095
Nédélec,3608364828,nedelec,Nédélec,85100
Lac-Metei,3608365714,lacmetei,Lac-Metei,89908
Matchi-Manitou,3608365715,matchimanitou,Matchi-Manitou,89902
Saint-Bruno-de-Guigues,3608366079,saintbrunodeguigues,Saint-Bruno-de-Guigues,85045
Lorrainville,3608366111,lorrainville,Lorrainville,85037
Notre-Dame-du-Nord,3608366112,notredamedunord,Notre-Dame-du-Nord,85090
Saint-Eugène-de-Guigues,3608366124,sainteugenedeguigues,Saint-Eugène-de-Guigues,85085
Béarn,3608366269,bearn,Béarn,85020
Belleterre,3608366270,belleterre,Belleterre,85065
Latulipe-et-Gaboury,3608366271,latulipeetgaboury,Latulipe-et-Gaboury,85060
Fugèreville,3608366272,fugereville,Fugèreville,85055
Saint-Édouard-de-Fabre,3608367136,saintedouarddefabre,Saint-Édouard-de-Fabre,85015
Laniel,3608367861,laniel,Laniel,85905
Kipawa,3608367980,kipawa,Kipawa,85010
Témiscaming,3608367981,temiscaming,Témiscaming,85005
Duhamel-Ouest,3608368053,duhamelouest,Duhamel-Ouest,85030
Les Lacs-du-Témiscamingue,3608368091,leslacsdutemiscamingue,Les Lacs-du-Témiscamingue,85907
Opacikoteak Ecitacikewapan / Hunter's Point,3608368359,hunterspoint,#N/A,#N/A
Winneway,3608368498,winneway,#N/A,#N/A
Albanel,3608373768,albanel,Albanel,92030
Saint-Eugène-d'Argentenay,3608373997,sainteugenedargentenay,Saint-Eugène-d'Argentenay,92065
Girardville,3608373998,girardville,Girardville,92055
Notre-Dame-de-Lorette,3608373999,notredamedelorette,Notre-Dame-de-Lorette,92060
Saint-Stanislas,3608374000,saintstanislas,Saint-Stanislas,92070
Saint-Edmond-les-Plaines,3608374001,saintedmondlesplaines,Saint-Edmond-les-Plaines,92050
Saint-Thomas-Didyme,3608374002,saintthomasdidyme,Saint-Thomas-Didyme,92045
