population,COD_GEO_N
1652,71020
1649,71020
1703,71020
1737,71020
1735,71020
1693,71020
1823,71020
1851,71020
1940,71020
2076,71020
2203,71020
2224,71020
2259,71020
2247,71020
2266,71020
2316,71020
1810,71025
1820,71025
2025,71025
2025,71025
2025,71025
2290,71025
2290,71025
2515,71025
2515,71025
2733,71025
2733,71025
2733,71025
3683,71025
3683,71025
4145,71025
4155,71025
4288,71025
4284,71025
4327,71025
4470,71025
4714,71025
4947,71025
5354,71025
5565,71025
6235,71025
6583,71025
7070,71025
7433,71025
7708,71025
7793,71025
7973,71025
8338,71025
8623,71025
1410,71030
1450,71030
1425,71030
1435,71030
1435,71030
1570,71030
1570,71030
1552,71030
1552,71030
2837,71033
2837,71033
2837,71033
2843,71033
2843,71033
3221,71033
3159,71033
3297,71033
3205,71033
3177,71033
3384,71033
3599,71033
3684,71033
3846,71033
3915,71033
4203,71033
4320,71033
4469,71033
4793,71033
4981,71033
5181,71033
5376,71033
5427,71033
5517,71033
5436,71033
890,71035
900,71035
866,71035
866,71035
866,71035
1070,71035
1070,71035
1061,71035
1061,71035
3440,71040
3500,71040
3547,71040
3537,71040
3537,71040
3790,71040
3790,71040
4193,71040
4193,71040
4559,71040
4559,71040
4559,71040
4960,71040
4960,71040
5395,71040
5385,71040
5684,71040
5657,71040
5882,71040
6105,71040
6281,71040
6458,71040
6506,71040
6595,71040
6839,71040
6788,71040
6746,71040
7031,71040
7003,71040
7070,71040
7008,71040
7023,71040
7127,71040
7192,71040
1110,71045
4361,49048
4411,49048
4473,49048
4675,49048
4812,49048
4836,49048
4855,49048
4914,49048
4930,49048
4982,49048
1700,49050
1740,49050
1542,49050
1542,49050
1542,49050
1580,49050
1580,49050
1671,69010
1702,69010
1715,69010
1750,69010
1737,69010
1739,69010
1791,69010
1702,69010
920,69015
930,69015
891,69015
891,69015
891,69015
890,69015
890,69015
902,69015
902,69015
934,69015
934,69015
934,69015
850,69015
850,69015
2635,69017
2633,69017
2593,69017
2643,69017
2663,69017
2665,69017
2674,69017
2689,69017
2618,69017
2592,69017
2614,69017
2600,69017
2584,69017
2592,69017
2618,69017
2621,69017
2593,69017
2587,69017
2587,69017
2704,69017
1550,69020
1610,69020
1550,69020
1550,69020
1550,69020
1620,69020
1620,69020
1699,69020
1699,69020
1765,69020
1765,69020
1765,69020
1737,69020
1737,69020
640,69025
650,69025
621,69025
621,69025
621,69025
630,69025
630,69025
636,69025
636,69025
659,69025
659,69025
659,69025
617,69025
617,69025
669,69025
636,69025
624,69025
621,69025
591,69025
589,69025
586,69025
589,69025
622,69025
609,69025
622,69025
629,69025
630,69025
637,69025
648,69025
649,69025
650,69025
668,69025
685,69025
810,69025
1430,69030
1460,69030
1362,69030
1362,69030
1362,69030
964,50050
989,50050
200,50055
200,50055
215,50055
215,50055
215,50055
230,50055
230,50055
226,50055
226,50055
234,50055
234,50055
728,50057
630,50057
630,50057
634,50057
606,50057
603,50057
598,50057
595,50057
588,50057
586,50057
568,50057
546,50057
534,50057
519,50057
517,50057
536,50057
570,50057
565,50057
571,50057
550,50057
539,50057
533,50057
530,50057
520,50060
510,50060
518,50060
518,50060
518,50060
510,50060
510,50060
478,50060
478,50060
494,50060
494,50060
580,50065
580,50065
560,50065
560,50065
560,50065
570,50065
570,50065
556,50065
556,50065
578,50065
578,50065
578,50065
499,50065
499,50065
498,50065
503,50065
494,50065
495,50065
511,50065
498,50065
488,50065
477,50065
485,50065
489,50065
486,50065
474,50065
458,50065
473,50065
487,50065
486,50065
488,50065
483,50065
478,50065
464,50065
4890,50070
4850,50070
5065,50070
5065,50070
5065,50070
5100,50070
5100,50070
1394,51070
1366,51070
1447,51070
1473,51070
1451,51070
1415,51070
1445,51070
1384,51070
1402,51070
1408,51070
1446,51070
1340,51070
1499,51075
1556,51075
1584,51075
1558,51075
1565,51075
1577,51075
1706,51075
1691,51075
1747,51075
1783,51075
1808,51075
1952,51075
1972,51075
1977,51075
1963,51075
1969,51075
2995,56097
2965,56097
3094,56097
3133,56097
3140,56097
3130,56097
3199,56097
3186,56097
3165,56097
1970,56100
2020,56100
1904,56100
1904,56100
1904,56100
2060,56100
2060,56100
2138,56100
2138,56100
1310,56105
1330,56105
1253,56105
1253,56105
1253,56105
1330,56105
1330,56105
1296,56105
1296,56105
1373,56105
1373,56105
1373,56105
1371,56105
1371,56105
1281,56105
1250,56105
1277,56105
1285,56105
1269,56105
1263,56105
1270,56105
1260,56105
1271,56105
1271,56105
1267,56105
1277,56105
1261,56105
1354,56105
1377,56105
1394,56105
1381,56105
1402,56105
1417,56105
1436,56105
12500,57005
12600,57005
12869,57005
12869,57005
12869,57005
14000,57005
14000,57005
15893,57005
15893,57005
16834,57005
16834,57005
16834,57005
19716,57005
19716,57005
20651,57005
20880,57005
20938,57005
20572,57005
20923,57005
21063,57005
21447,57005
22332,57005
23132,57005
23463,57005
24499,57005
24996,57005
25546,57005
26922,57005
27766,57005
27985,57005
28521,57005
29079,57005
30082,57005
30857,57005
4830,57010
4870,57010
4784,57010
4784,57010
4784,57010
5200,57010
5200,57010
5386,57010
5386,57010
5703,57010
5703,57010
5703,57010
5614,57010
5614,57010
5886,57010
5904,57010
5976,57010
5973,57010
6029,57010
6258,57010
6554,57010
6911,57010
7582,57010
7846,57010
8160,57010
8084,57010
8112,57010
8154,57010
8356,57010
8649,57010
8896,57010
9294,57010
9751,57010
10538,57010
23500,57015
23700,57015
23103,57015
23103,57015
23103,57015
24600,57015
24600,57015
23849,57015
23849,57015
25259,57015
25259,57015
25259,57015
23714,57015
23714,57015
24525,57015
24392,57015
8400,57020
8600,57020
8852,57020
8852,57020
8852,57020
10100,57020
10100,57020
10127,57020
10127,57020
10723,57020
10723,57020
10723,57020
11771,57020
11771,57020
12738,57020
12822,57020
12748,57020
12673,57020
13153,57020
8535,66150
9900,66150
9900,66150
11352,66150
11352,66150
11499,66150
11499,66150
11499,66150
13038,66150
13038,66150
14022,66150
13895,66150
1670,67005
1690,67005
1646,67005
1646,67005
1646,67005
1740,67005
1740,67005
1754,67005
1754,67005
1861,67005
1861,67005
1861,67005
1925,67005
1925,67005
1980,67005
1945,67005
1997,67005
1961,67005
1968,67005
1982,67005
2022,67005
2032,67005
1937,67005
1891,67005
1962,67005
1953,67005
1969,67005
1975,67005
2047,67005
1942,67005
1976,67005
1998,67005
2071,67005
2313,67005
3320,67010
3330,67010
3357,67010
3357,67010
3357,67010
3570,67010
3570,67010
3572,67010
330,47030
359,47030
370,47030
368,47030
335,47030
341,47030
340,47030
339,47030
336,47030
378,47030
376,47030
362,47030
360,47030
358,47030
357,47030
366,47030
368,47030
369,47030
365,47030
369,47030
371,47030
3040,47035
3140,47035
3278,47035
3278,47035
3278,47035
3680,47035
3680,47035
3692,47035
3692,47035
3896,47035
3896,47035
3896,47035
4496,47035
4496,47035
4524,47035
5139,47035
5129,47035
5173,47035
5271,47035
5325,47035
5411,47035
5760,47035
6064,47035
6510,47035
7122,47035
7195,47035
7350,47035
6858,47035
6734,47035
6666,47035
6731,47035
6738,47035
6788,47035
7109,47035
1195,47040
1180,47040
1092,47040
1092,47040
1092,47040
1160,47040
1160,47040
1111,47040
1111,47040
1172,47040
1172,47040
1172,47040
1142,47040
1142,47040
1217,47040
1165,47040
1179,47040
1191,47040
1172,47040
1168,47040
1155,47040
1179,47040
1117,47040
1104,47040
1160,47040
1188,47040
1202,47040
1222,47040
1270,47040
1318,47040
1332,47040
1356,47040
1412,47040
1372,47040
890,47045
890,47045
919,47045
919,47045
925,47045
1026,47045
1026,47045
969,47045
969,47045
1024,47045
1024,47045
1024,47045
3348,47047
3348,47047
3479,47047
3411,47047
3372,47047
3487,47047
3586,47047
3590,47047
3620,47047
3659,47047
3672,47047
3677,47047
3883,47047
3844,47047
3816,47047
3713,47047
3653,47047
3562,47047
3572,47047
3662,47047
3782,47047
4017,47047
1955,47050
2020,47050
1998,47050
1998,47050
1992,47050
2164,47050
2164,47050
1689,49050
1689,49050
1783,49050
5200,49055
5400,49055
5432,49055
5432,49055
5432,49055
6200,49055
6200,49055
7709,49055
43171,49057
45554,49057
45554,49057
45554,49057
44882,49057
44882,49057
46351,49057
47130,49057
47019,49057
47343,49057
47803,49057
65891,49058
66752,49058
68091,49058
68841,49058
68446,49058
70561,49058
71117,49058
71716,49058
73120,49058
74067,49058
74540,49058
75091,49058
75771,49058
77235,49058
77746,49058
36100,49060
36100,49060
36020,49060
36020,49060
36020,49060
37300,49060
37300,49060
35462,49060
3820,49065
3890,49065
3868,49065
3868,49065
3868,49065
4060,49065
4060,49065
4274,49065
4274,49065
4511,49065
4511,49065
4511,49065
5046,49065
5046,49065
5590,49065
5727,49065
5820,49065
5824,49065
6106,49065
3560,49070
3580,49070
3561,49070
3561,49070
3561,49070
3800,49070
3800,49070
3682,49070
3682,49070
3888,49070
3888,49070
3888,49070
3849,49070
3849,49070
3901,49070
3879,49070
3878,49070
3878,49070
3937,49070
4003,49070
3994,49070
4069,49070
4151,49070
4219,49070
4408,49070
4412,49070
4458,49070
4485,49070
4575,49070
4651,49070
4746,49070
4799,49070
4858,49070
4804,49070
1160,49075
1170,49075
1166,49075
1166,49075
1166,49075
1240,49075
1240,49075
1244,49075
1244,49075
1314,49075
1314,49075
1314,49075
1343,49075
1343,49075
1387,49075
1371,49075
1393,49075
1445,49075
1447,49075
1444,49075
1455,49075
1433,49075
1437,49075
1388,49075
1403,49075
1453,49075
1442,49075
1444,49075
1447,49075
1442,49075
1436,49075
1461,49075
1483,49075
1589,49075
980,49080
990,49080
956,49080
956,49080
956,49080
1010,49080
1010,49080
999,49080
999,49080
1055,49080
1055,49080
1055,49080
956,49080
956,49080
983,49080
971,49080
987,49080
995,49080
984,49080
979,49080
985,49080
971,49080
935,49080
908,49080
903,49080
907,49080
922,49080
1005,49080
1009,49080
1008,49080
2672,54030
2713,54030
2739,54030
2752,54030
2819,54030
2798,54030
2792,54030
2980,54030
3010,54030
2952,54030
2955,54030
2981,54030
3020,54030
2997,54030
1750,54035
1750,54035
1685,54035
1685,54035
1685,54035
1810,54035
1810,54035
4845,50070
4845,50070
5041,50070
5041,50070
5041,50070
4352,50070
4352,50070
4545,50070
8242,50072
8040,50072
7963,50072
7971,50072
7848,50072
7866,50072
7809,50072
7979,50072
7791,50072
7710,50072
7633,50072
7675,50072
7895,50072
8022,50072
8032,50072
8058,50072
8025,50072
8216,50072
8463,50072
2460,50075
2440,50075
2443,50075
2443,50075
2443,50075
2590,50075
2590,50075
2695,50075
2695,50075
2806,50075
2806,50075
2806,50075
3076,50075
3076,50075
3336,50075
420,50080
420,50080
393,50080
393,50080
393,50080
400,50080
400,50080
396,50080
396,50080
411,50080
411,50080
411,50080
367,50080
367,50080
321,50080
430,50085
440,50085
399,50085
399,50085
399,50085
400,50085
400,50085
399,50085
399,50085
416,50085
416,50085
416,50085
400,50085
400,50085
402,50085
392,50085
387,50085
393,50085
408,50085
391,50085
379,50085
377,50085
357,50085
335,50085
348,50085
345,50085
339,50085
320,50085
331,50085
322,50085
321,50085
320,50085
317,50085
1188,55035
1420,55035
1420,55035
1354,55035
1354,55035
1423,55035
1423,55035
1423,55035
1463,55035
1463,55035
1534,55035
2710,55037
2684,55037
2785,55037
2641,55037
2619,55037
2622,55037
2631,55037
2673,55037
2623,55037
2641,55037
2607,55037
2603,55037
2765,55037
2812,55037
2817,55037
2805,55037
2889,55037
2894,55037
2908,55037
1000,55040
1000,55040
893,55040
893,55040
893,55040
930,55040
930,55040
1159,55040
1159,55040
1219,55040
1219,55040
1219,55040
1237,55040
1237,55040
1295,55040
4860,55045
4850,55045
4913,55045
4913,55045
4913,55045
5200,55045
5200,55045
5164,55045
5164,55045
5426,55045
5426,55045
5426,55045
5510,55045
5510,55045
5917,55045
8049,55048
7906,55048
7608,55048
7286,55048
7254,55048
7261,55048
7377,55048
8078,55048
7747,55048
8598,55048
9069,55048
10094,55048
10436,55048
10676,55048
10799,55048
10759,55048
10882,55048
11014,55048
11056,55048
2280,55050
2260,55050
2235,55050
2235,55050
2235,55050
2390,55050
2390,55050
2204,55050
2204,55050
2311,55050
2311,55050
3293,95045
3316,95045
3203,95045
3155,95045
3119,95045
3077,95045
2992,95045
1240,95050
1240,95050
1113,95050
1113,95050
1113,95050
1080,95050
1080,95050
973,95050
973,95050
1006,95050
1006,95050
1006,95050
947,95050
947,95050
962,95050
948,95050
929,95050
913,95050
905,95050
885,95050
900,95050
868,95050
836,95050
822,95050
774,95050
795,95050
795,95050
731,95050
720,95050
696,95050
700,95050
697,95050
685,95050
685,95050
130,95802
130,95802
147,95802
147,95802
147,95802
160,95802
160,95802
238,95802
238,95802
248,95802
248,95802
248,95802
252,95802
252,95802
257,95802
251,95802
250,95802
253,95802
255,95802
256,95802
255,95802
250,95802
250,95802
239,95802
245,95802
246,95802
248,95802
270,95802
271,95802
267,95802
263,95802
260,95802
258,95802
292,95802
0,9590A
0,9590A
0,9590A
0,9590A
0,9590A
0,95902
1,95902
1,95902
1,95902
1,95902
1,95902
0,95902
0,95902
0,95902
0,95902
0,95902
3,95902
3,95902
3,95902
3,95902
3,95902
3,95902
0,95902
1,95902
1,95902
1,95902
0,95902
0,95902
0,95902
0,95902
0,95902
0,95902
0,95902
0,95902
0,95902
0,95902
0,95902
5,95902
750,96005
780,96005
756,96005
756,96005
756,96005
780,96005
780,96005
651,96005
0,99879
0,99879
0,99879
0,99879
0,99879
0,99879
0,99879
0,99879
0,99879
0,99879
0,99879
0,99879
0,99879
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99883
0,99885
0,99885
0,99885
0,99885
0,99887
3801,95045
3793,95045
3721,95045
3620,95045
3641,95045
3637,95045
3621,95045
3506,95045
3319,95045
3327,95045
3285,95045
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
0,99887
1150,94005
1100,94005
1074,94005
1074,94005
1074,94005
1030,94005
1030,94005
991,94005
991,94005
1026,94005
1026,94005
1026,94005
918,94005
918,94005
898,94005
904,94005
916,94005
1460,94010
1490,94010
1371,94010
1371,94010
1371,94010
1340,94010
1340,94010
1266,94010
1266,94010
1309,94010
1309,94010
1309,94010
0,99070
1250,94010
1250,94010
1284,94010
1269,94010
1221,94010
680,94015
680,94015
642,94015
642,94015
642,94015
630,94015
630,94015
611,94015
611,94015
634,94015
634,94015
634,94015
572,94015
572,94015
578,94015
555,94015
539,94015
710,94020
700,94020
699,94020
699,94020
699,94020
720,94020
720,94020
669,94020
669,94020
691,94020
691,94020
691,94020
652,94020
652,94020
622,94020
639,94020
649,94020
720,94025
720,94025
680,94025
680,94025
680,94025
720,94025
720,94025
691,94025
691,94025
711,94025
711,94025
711,94025
715,94025
715,94025
808,94025
815,94025
800,94025
480,94030
440,94030
431,94030
431,94030
431,94030
420,94030
420,94030
408,94030
408,94030
423,94030
423,94030
423,94030
403,94030
403,94030
427,94030
430,94030
408,94030
2230,94035
2240,94035
2160,94035
2160,94035
2160,94035
2260,94035
2260,94035
2170,94035
2170,94035
2237,94035
2237,94035
2237,94035
2078,94035
2078,94035
2048,94035
2031,94035
2017,94035
21200,94040
21400,94040
20753,94040
20753,94040
20753,94040
21200,94040
21200,94040
20995,94040
20995,94040
21647,94040
21647,94040
21647,94040
21057,94040
21057,94040
20807,94040
20890,94040
20505,94040
4300,94045
4370,94045
4154,94045
4154,94045
4154,94045
4460,94045
4460,94045
4690,94045
4690,94045
4836,94045
4836,94045
4836,94045
4815,94045
4815,94045
5121,94045
0,99055
0,99055
0,99055
0,99055
0,99055
0,99055
0,99055
0,99055
0,99055
0,99055
0,93908
0,93908
0,93908
0,93908
0,93908
0,93908
0,93908
0,93908
0,93908
0,93908
0,93908
0,99055
0,99055
0,99055
0,99887
0,99887
0,99887
0,99887
0,99887
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99888
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99889
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99890
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99891
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99892
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
651,96005
672,96005
672,96005
672,96005
646,96005
646,96005
660,96005
641,96005
622,96005
626,96005
608,96005
605,96005
589,96005
569,96005
534,96005
512,96005
511,96005
494,96005
478,96005
418,96005
488,96005
470,96005
467,96005
457,96005
426,96005
385,96005
510,96010
500,96010
455,96010
455,96010
455,96010
430,96010
430,96010
391,96010
391,96010
409,96010
409,96010
409,96010
390,96010
390,96010
391,96010
368,96010
351,96010
359,96010
336,96010
334,96010
331,96010
318,96010
372,96010
341,96010
325,96010
326,96010
316,96010
298,96010
300,96010
292,96010
285,96010
282,96010
270,96010
257,96010
370,96015
360,96015
339,96015
4920,99060
5000,99060
2869,99060
2869,99060
2869,99060
2210,99060
2210,99060
3157,99060
3174,99060
3216,99060
3216,99060
3216,99060
2456,99060
2456,99060
2309,99060
2191,99060
2153,99060
1993,99060
1949,99060
1928,99060
1967,99060
1976,99060
2050,99060
2010,99060
1982,99060
2000,99060
2088,99060
2038,99060
2038,99060
1976,99060
1958,99060
1141,99060
1103,99060
1052,99060
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99065
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
0,99070
344,46005
780,99075
580,99075
416,99075
416,99075
416,99075
460,99075
460,99075
605,99075
605,99075
613,99075
613,99075
613,99075
579,99075
579,99075
582,99075
585,99075
569,99075
581,99075
570,99075
573,99075
583,99075
584,99075
579,99075
588,99075
603,99075
605,99075
621,99075
655,99075
681,99075
696,99075
707,99075
713,99075
727,99075
705,99075
7733,48028
200,99080
200,99080
200,99080
200,99080
263,99080
263,99080
284,99080
284,99080
289,99080
289,99080
289,99080
315,99080
315,99080
353,99080
327,99080
332,99080
357,99080
373,99080
372,99080
373,99080
382,99080
414,99080
425,99080
441,99080
468,99080
370,46005
7871,48028
0,99055
0,99055
0,99055
0,99055
0,99055
0,99055
0,99055
0,99055
0,99055
0,99055
0,99055
636,97806
0,99065
302,85802
1233,83802
0,99893
0,99877
1023,98804
32,97810
355,83804
1570,89804
1564,06804
1573,97804
2203,62802
2087,91802
614,97808
534,98808
339,96015
339,96015
320,96015
320,96015
367,96015
367,96015
383,96015
383,96015
383,96015
391,96015
391,96015
410,96015
414,96015
408,96015
415,96015
390,96015
377,96015
358,96015
341,96015
351,96015
350,96015
359,96015
362,96015
363,96015
324,96015
317,96015
306,96015
307,96015
311,96015
307,96015
304,96015
27500,96020
27500,96020
26244,96020
26244,96020
26244,96020
26700,96020
26700,96020
26012,96020
26012,96020
26905,96020
26905,96020
26905,96020
25554,96020
25554,96020
25345,96020
24676,96020
24201,96020
24344,96020
23207,96020
23001,96020
22793,96020
22613,96020
23007,96020
22551,96020
22220,96020
21929,96020
21948,96020
22386,96020
22404,96020
22006,96020
21716,96020
21392,96020
21174,96020
21260,96020
1730,96025
1750,96025
1709,96025
1709,96025
1709,96025
1830,96025
1830,96025
1818,96025
1818,96025
1877,96025
1877,96025
1877,96025
2011,96025
2011,96025
2118,96025
2066,96025
2033,96025
2021,96025
1956,96025
1898,96025
1949,96025
1943,96025
1977,96025
1975,96025
1967,96025
1950,96025
1917,96025
2008,96025
2061,96025
2011,96025
2011,96025
1972,96025
1933,96025
1879,96025
1120,96030
1130,96030
1032,96030
1032,96030
1032,96030
1070,96030
1070,96030
1109,96030
1109,96030
1148,96030
1148,96030
1148,96030
1339,96030
1339,96030
1543,96030
1538,96030
1533,96030
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99893
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99894
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99902
15,99902
15,99902
15,99902
15,99902
15,99902
0,99902
0,99902
0,99902
0,99902
0,99902
0,99892
528,85806
1679,97802
0,99878
0,99035
2447,99806
0,99030
3897,99804
0,99040
839,99808
869,98806
2135,90804
470,50802
859,99818
2429,96802
558,88802
0,99889
0,99887
0,99902
0,99902
836,99904
927,99904
927,99904
0,99904
71,99904
71,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99904
16,99904
19,99904
19,99904
19,99904
19,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99904
0,99910
0,99910
0,99914
0,99914
0,99916
0,99916
0,99918
0,99918
0,99920
0,99920
0,99922
0,99922
0,99924
0,99924
1444,96030
1423,96030
1422,96030
1389,96030
1389,96030
1489,96030
1479,96030
1441,96030
1453,96030
1458,96030
1348,96030
1338,96030
1322,96030
1324,96030
1306,96030
1306,96030
1321,96030
2430,96035
2460,96035
2219,96035
2219,96035
2219,96035
2250,96035
2250,96035
2162,96035
2162,96035
2234,96035
2234,96035
2234,96035
2155,96035
2155,96035
2183,96035
2097,96035
2110,96035
2037,96035
1961,96035
1934,96035
1924,96035
1882,96035
1883,96035
1811,96035
1739,96035
1759,96035
1719,96035
1666,96035
1670,96035
1641,96035
1615,96035
1577,96035
1531,96035
1517,96035
1840,96040
1820,96040
1843,96040
1843,96040
1843,96040
1860,96040
1860,96040
1722,96040
1722,96040
1779,96040
1779,96040
1779,96040
1684,96040
1684,96040
1624,96040
1599,96040
1575,96040
1605,96040
1598,96040
1568,96040
1548,96040
1529,96040
1548,96040
1541,96040
1532,96040
1489,96040
1486,96040
1389,96040
1396,96040
1401,96040
1413,96040
1371,96040
1364,96040
1344,96040
2050,96802
2080,96802
1752,96802
1752,96802
1752,96802
1730,96802
1730,96802
1844,96802
1844,96802
1908,96802
1908,96802
1908,96802
2042,96802
2042,96802
2179,96802
2175,96802
2226,96802
2282,96802
2412,96802
2392,96802
2425,96802
2467,96802
2399,96802
2368,96802
2409,96802
2437,96802
2425,96802
2455,96802
2489,96802
2451,96802
2442,96802
2400,96802
2414,96802
2307,96802
4,96902
20,96902
20,96902
20,96902
28,96902
28,96902
32,96902
32,96902
31,96902
31,96902
31,96902
59,96902
59,96902
54,96902
55,96902
43,96902
47,96902
55,96902
52,96902
52,96902
48,96902
137,96902
129,96902
138,96902
138,96902
140,96902
86,96902
124,96902
119,96902
117,96902
110,96902
106,96902
84,96902
1735,97005
1660,97005
1118,97005
1118,97005
1118,97005
640,97005
640,97005
776,97005
776,97005
806,97005
806,97005
806,97005
897,97005
897,97005
1046,97005
1003,97005
984,97005
960,97005
25541,97007
25227,97007
25218,97007
25276,97007
26044,97007
25867,97007
26345,97007
26220,97007
26549,97007
25963,97007
26122,97007
25884,97007
25591,97007
25475,97007
24992,97007
25450,97007
26800,97010
26400,97010
25637,97010
25637,97010
25637,97010
24400,97010
24400,97010
24848,97010
24848,97010
25683,97010
25683,97010
25683,97010
25224,97010
25224,97010
25724,97010
25172,97010
24235,97010
24579,97010
720,97015
710,97015
530,97015
530,97015
530,97015
460,97015
545,97015
506,97015
506,97015
522,97015
522,97015
522,97015
616,97015
616,97015
718,97015
704,97015
679,97015
675,97015
7200,97020
7100,97020
6858,97020
6858,97020
6858,97020
6400,97020
6400,97020
7383,97020
7383,97020
7633,97020
7633,97020
7633,97020
7070,97020
7070,97020
7260,97020
7067,97020
6772,97020
6655,97020
7025,97022
6849,97022
6825,97022
6865,97022
6922,97022
6828,97022
6836,97022
6872,97022
6904,97022
6826,97022
6838,97022
6689,97022
6613,97022
6589,97022
6432,97022
6709,97022
890,97025
880,97025
786,97025
786,97025
786,97025
740,97025
740,97025
736,97025
736,97025
760,97025
760,97025
760,97025
640,97025
640,97025
642,97025
601,97025
598,97025
621,97025
2050,97030
700,97030
4,97030
4,97030
4,97030
0,97030
3300,97035
3290,97035
3592,97035
3592,97035
3592,97035
3360,97035
3360,97035
3735,97035
3735,97035
3860,97035
3860,97035
3860,97035
3234,97035
3234,97035
3339,97035
3247,97035
3119,97035
2993,97035
2747,97035
2536,97035
2471,97035
2487,97035
2695,97035
2693,97035
2837,97035
2764,97035
2881,97035
2903,97035
2910,97035
2806,97035
2676,97035
2586,97035
2484,97035
2417,97035
300,97040
270,97040
322,97040
322,97040
322,97040
110,97040
110,97040
303,97040
303,97040
315,97040
315,97040
315,97040
578,97040
255,97040
304,97040
299,97040
281,97040
284,97040
238,97040
248,97040
248,97040
249,97040
209,97040
199,97040
207,97040
200,97040
197,97040
230,97040
232,97040
237,97040
241,97040
239,97040
240,97040
154,97040
300,9710D
95,9710D
86,9710D
86,9710D
530,97802
530,97802
526,97802
526,97802
526,97802
550,97802
550,97802
735,97802
735,97802
760,97802
760,97802
760,97802
880,97802
880,97802
1028,97802
1117,97802
1147,97802
1112,97802
1170,97802
1190,97802
1213,97802
1226,97802
1220,97802
1270,97802
1410,97802
1413,97802
1440,97802
1540,97802
1571,97802
1603,97802
1588,97802
1597,97802
1601,97802
1633,97802
810,97804
830,97804
683,97804
683,97804
683,97804
780,97804
780,97804
826,97804
826,97804
858,97804
858,97804
858,97804
1004,97804
1004,97804
1121,97804
1138,97804
1154,97804
1143,97804
1126,97804
1133,97804
1180,97804
1202,97804
1160,97804
1184,97804
1113,97804
1095,97804
1131,97804
1345,97804
1409,97804
1431,97804
1438,97804
1442,97804
1443,97804
1430,97804
400,97806
380,97806
354,97806
354,97806
354,97806
370,97806
370,97806
405,97806
405,97806
419,97806
419,97806
419,97806
487,97806
487,97806
548,97806
570,97806
569,97806
568,97806
577,97806
576,97806
590,97806
597,97806
577,97806
578,97806
581,97806
595,97806
621,97806
611,97806
637,97806
636,97806
647,97806
657,97806
658,97806
640,97806
730,97808
340,97808
395,97808
395,97808
395,97808
280,97808
280,97808
389,97808
389,97808
403,97808
